longitude,latitude,depth,strike,dip,rake,magnitude
121.12,-1.09,33.0,211.0,42.0,98.0,4.3
126.37,1.45,28.2,225.0,29.0,90.0,5.2
126.272,1.436,15.0,68.0,30.0,171.0,5.32
122.16,0.28,33.0,351.0,45.0,48.0,4.6
124.773,-7.846,30.5,296.0,30.0,69.0,5.3
125.16,-7.24,28.1,296.0,30.0,69.0,5.3
122.53,-5.35,33.0,296.0,30.0,69.0,4.2
121.88,-0.93,15.0,318.0,47.0,-35.0,5.1
124.15,-5.29,33.0,180.0,42.0,-155.0,4.8
125.61,-1.17,33.0,223.0,26.0,92.0,5.4
125.17,0.47,33.0,269.0,28.0,139.0,4.8
123.39,-3.9,33.0,228.0,11.0,142.0,5.0
123.28,-4.258,20.0,355.0,83.0,82.0,5.59
123.82,-3.9,16.0,228.0,11.0,142.0,5.6
126.24,2.56,33.0,197.0,34.0,67.0,5.4
126.328,1.508,35.0,44.0,60.0,105.0,5.67
126.942,2.78,35.0,28.0,63.0,91.0,5.81
120.637,-7.426,25.0,14.0,28.0,70.0,5.4
121.22,-7.32,39.0,14.0,28.0,70.0,5.4
126.92,2.7,42.2,349.0,80.0,-11.0,5.2
125.73,0.61,30.0,43.0,60.0,157.0,5.1
126.551,1.086,10.0,175.0,24.0,51.0,5.08
126.461,1.058,25.6,174.0,49.0,56.0,5.01
126.358,1.079,30.0,202.0,46.0,103.0,6.07
126.44,1.14,21.0,4.0,45.0,77.0,5.7
126.56,1.34,31.7,4.0,45.0,77.0,6.1
126.056,1.212,42.7,346.0,46.0,41.0,5.22
125.848,0.878,15.0,313.0,11.0,-177.0,5.22
125.34,1.39,15.0,313.0,11.0,-177.0,5.2
125.1,-0.4,33.0,278.0,29.0,113.0,4.9
125.884,0.872,25.0,177.0,72.0,59.0,5.95
126.56,4.121,24.9,357.0,37.0,37.0,5.18
123.951,-4.1,15.0,89.0,86.0,13.0,7.45
124.11,-4.31,18.8,358.0,77.0,176.0,7.4
124.26,-5.2,34.1,185.0,72.0,-172.0,5.3
124.33,-3.86,15.0,97.0,44.0,9.0,5.4
126.476,1.837,20.0,202.0,59.0,75.0,5.7
124.044,-4.964,30.0,101.0,76.0,17.0,5.65
126.549,3.561,31.2,177.0,27.0,59.0,5.34
126.32,1.33,32.7,35.0,36.0,121.0,5.2
122.236,-2.963,35.2,104.0,24.0,12.0,5.27
119.0,-1.0,33.0,170.0,50.0,12.0,5.0
119.901,-1.161,38.3,170.0,50.0,12.0,5.18
120.51,-1.34,38.3,170.0,50.0,12.0,5.2
123.4,-0.2,33.0,233.0,56.0,141.0,4.7
126.67,3.03,33.0,222.0,30.0,-21.0,4.9
126.361,3.036,40.0,168.0,84.0,-72.0,5.71
126.08,-2.07,21.0,277.0,19.0,-160.0,5.4
120.07,-3.66,33.0,272.0,30.0,-7.0,4.5
122.5,-0.7,21.0,221.0,64.0,175.0,5.3
120.215,-1.776,23.0,221.0,64.0,175.0,5.05
119.41,-1.11,35.0,100.0,37.0,-165.0,4.7
119.836,0.692,35.0,100.0,37.0,-165.0,5.13
123.295,-4.174,15.0,225.0,27.0,143.0,5.42
122.52,-3.89,33.0,225.0,27.0,143.0,4.8
123.4,1.46,29.0,138.0,60.0,-176.0,5.4
125.08,-1.28,32.0,217.0,16.0,119.0,4.8
125.33,1.1,33.0,228.0,23.0,108.0,5.4
126.674,3.598,17.6,175.0,20.0,79.0,5.15
126.847,3.372,37.4,14.0,34.0,109.0,4.97
126.835,3.427,19.8,180.0,21.0,102.0,5.27
126.911,3.454,28.1,184.0,11.0,66.0,5.19
126.89,3.98,28.1,184.0,11.0,66.0,5.2
126.782,3.41,15.0,175.0,8.0,90.0,5.18
123.19,-0.598,39.1,36.0,43.0,21.0,5.08
125.8,0.86,33.0,170.0,34.0,24.0,5.1
125.92,0.28,31.8,170.0,34.0,24.0,5.1
125.985,0.898,31.8,170.0,34.0,24.0,5.14
125.533,3.461,35.0,46.0,44.0,126.0,5.42
125.42,3.71,48.0,46.0,44.0,126.0,5.4
126.57,2.47,27.3,196.0,36.0,44.0,5.0
126.519,4.1,27.7,16.0,31.0,83.0,5.17
126.472,4.09,28.0,20.0,43.0,90.0,5.09
126.534,4.137,37.3,353.0,48.0,50.0,5.2
126.76,3.44,33.0,353.0,48.0,50.0,4.6
126.54,4.18,48.8,9.0,39.0,90.0,5.0
119.39,-0.92,21.0,9.0,20.0,49.0,5.0
119.61,-1.545,35.8,9.0,20.0,49.0,5.24
119.833,0.454,17.0,84.0,71.0,-141.0,5.86
120.191,-1.485,15.0,271.0,34.0,-97.0,5.31
120.45,-0.95,15.0,271.0,34.0,-97.0,5.3
126.052,0.958,41.4,330.0,39.0,43.0,5.33
121.917,1.087,27.5,105.0,23.0,95.0,5.21
122.822,1.322,34.8,281.0,72.0,96.0,5.61
126.236,1.026,27.2,265.0,36.0,-178.0,5.28
124.27,1.16,33.0,199.0,50.0,-5.0,5.1
123.963,-0.012,24.6,199.0,50.0,-5.0,5.13
124.23,0.71,24.6,199.0,50.0,-5.0,5.1
126.13,1.347,47.9,170.0,25.0,55.0,5.04
121.361,-1.314,20.0,210.0,52.0,112.0,6.16
121.3,-1.26,15.0,357.0,43.0,65.0,6.2
126.35,1.739,37.5,221.0,38.0,91.0,5.28
126.94,2.69,38.0,193.0,30.0,58.0,5.2
126.372,1.473,30.0,215.0,75.0,-95.0,5.89
123.2,-1.16,34.0,224.0,62.0,154.0,4.9
126.363,0.875,25.0,191.0,58.0,66.0,5.55
126.38,0.41,44.0,51.0,39.0,123.0,5.9
126.46,1.01,34.4,51.0,39.0,123.0,5.5
121.95,-0.87,33.0,294.0,46.0,-110.0,5.4
122.018,-0.733,20.1,327.0,40.0,-98.0,5.17
126.91,3.07,42.3,183.0,21.0,77.0,5.3
126.779,-1.017,26.1,12.0,87.0,-119.0,5.53
125.043,-7.81,15.0,272.0,37.0,104.0,5.28
125.67,-0.04,45.0,246.0,27.0,117.0,5.4
126.971,-0.981,30.0,172.0,79.0,96.0,6.08
124.15,-0.17,39.0,176.0,36.0,89.0,5.1
120.438,1.089,41.8,281.0,75.0,83.0,5.49
121.03,1.51,41.8,125.0,17.0,113.0,5.5
125.632,-7.616,30.3,99.0,46.0,108.0,5.19
123.424,-0.683,41.4,91.0,74.0,-175.0,5.07
123.97,-0.81,41.4,91.0,74.0,-175.0,5.1
124.95,-1.61,26.2,319.0,53.0,8.0,5.4
123.98,-1.64,30.0,319.0,53.0,8.0,5.4
126.3,0.8,21.0,44.0,43.0,113.0,5.8
126.249,0.893,43.1,44.0,43.0,113.0,5.16
126.83,1.36,15.0,127.0,15.0,45.0,5.2
127.043,-1.009,25.3,16.0,15.0,119.0,5.16
123.11,-0.41,33.0,171.0,51.0,52.0,5.3
124.63,-0.17,31.0,96.0,54.0,20.0,5.8
126.54,0.41,37.0,63.0,39.0,165.0,5.5
126.41,0.28,42.0,14.0,32.0,99.0,5.4
125.29,-0.44,26.0,14.0,32.0,99.0,4.8
126.72,2.57,42.4,61.0,26.0,134.0,5.3
125.99,0.57,50.0,2.0,43.0,70.0,6.2
121.27,-2.88,33.0,281.0,23.0,-84.0,5.0
126.963,2.064,30.0,298.0,84.0,85.0,5.8
126.852,2.003,37.6,111.0,87.0,-85.0,5.6
126.417,1.586,31.0,1.0,54.0,80.0,6.2
121.94,-7.86,15.0,299.0,10.0,74.0,5.2
126.09,1.21,20.0,28.0,36.0,107.0,5.5
126.67,-1.01,48.0,322.0,20.0,66.0,5.5
125.96,-3.54,35.0,61.0,69.0,2.0,4.9
122.62,1.54,34.4,147.0,39.0,143.0,4.9
123.08,0.67,9.4,147.0,39.0,143.0,4.7
126.74,-1.08,27.0,350.0,27.0,86.0,5.3
126.35,4.0,25.3,132.0,86.0,-3.0,5.2
125.5,-2.44,43.0,345.0,41.0,121.0,5.1
125.081,-2.074,15.0,126.0,56.0,66.0,5.58
126.648,2.128,35.3,211.0,54.0,88.0,5.48
124.852,-0.116,25.0,19.0,73.0,68.0,5.56
126.83,3.66,49.6,97.0,52.0,5.0,4.8
123.2,-7.63,33.0,230.0,39.0,26.0,4.9
126.8,2.0,33.0,354.0,43.0,44.0,5.2
125.94,0.56,35.4,8.0,35.0,78.0,5.1
124.9,-6.69,33.0,167.0,36.0,-163.0,5.3
125.85,-7.43,33.0,223.0,39.0,49.0,5.1
123.36,-0.64,33.0,281.0,47.0,121.0,5.5
126.14,0.59,30.4,227.0,58.0,-2.0,4.9
124.65,0.81,33.0,45.0,71.0,3.0,5.0
126.21,1.41,23.6,273.0,35.0,-109.0,4.8
122.5,-5.9,33.0,30.0,40.0,88.0,4.8
122.7,-5.06,17.9,30.0,40.0,88.0,4.8
126.63,-0.19,20.8,105.0,41.0,-53.0,4.9
126.721,3.569,27.0,141.0,18.0,37.0,5.27
120.43,4.8,25.0,318.0,41.0,83.0,5.0
120.02,-2.88,33.0,318.0,41.0,83.0,4.3
125.09,-0.34,41.0,248.0,36.0,125.0,5.1
120.231,0.946,22.0,272.0,16.0,-59.0,5.13
120.145,0.959,30.6,44.0,18.0,61.0,5.09
119.57,-0.96,26.5,351.0,63.0,-21.0,4.9
121.8,-1.26,42.0,24.0,35.0,17.0,4.7
125.12,-7.87,17.0,67.0,27.0,72.0,7.5
125.36,-7.96,16.3,86.0,33.0,74.0,5.1
124.77,-7.99,23.6,108.0,46.0,146.0,5.0
125.06,-7.97,13.0,61.0,28.0,75.0,5.2
124.928,-7.916,10.0,92.0,29.0,101.0,5.38
125.87,-2.8,20.0,92.0,45.0,-103.0,5.3
126.101,-3.389,10.0,92.0,45.0,-103.0,5.33
125.32,-7.96,17.6,74.0,43.0,0.0,5.3
125.1,-0.33,30.2,256.0,39.0,138.0,5.1
125.174,-7.892,17.5,49.0,73.0,-174.0,5.11
124.8,-6.6,33.0,49.0,73.0,-174.0,5.0
126.66,2.39,16.0,204.0,22.0,-158.0,5.2
125.7,1.8,33.0,147.0,72.0,172.0,4.5
125.841,1.281,35.0,141.0,86.0,93.0,5.47
126.718,3.678,14.9,169.0,37.0,53.0,5.22
120.043,-1.101,15.0,76.0,52.0,-151.0,5.26
120.013,-1.19,10.0,321.0,61.0,-59.0,6.24
126.596,-2.006,15.0,90.0,51.0,-48.0,5.18
123.9,-0.2,14.9,150.0,49.0,46.0,5.0
125.883,0.928,31.8,351.0,32.0,73.0,5.24
125.4,-0.6,33.0,351.0,32.0,73.0,4.9
122.3,-5.9,33.0,41.0,49.0,121.0,6.9
122.174,-5.652,11.6,179.0,49.0,59.0,6.44
122.41,-5.62,20.2,161.0,37.0,88.0,4.9
126.429,2.637,25.8,354.0,54.0,119.0,5.83
126.203,1.131,15.0,358.0,9.0,48.0,5.12
124.82,-7.993,29.6,143.0,81.0,12.0,5.78
124.716,-7.931,26.1,227.0,32.0,43.0,5.36
126.14,0.48,32.7,342.0,72.0,14.0,5.1
120.62,-1.04,28.1,90.0,44.0,-91.0,4.8
126.528,2.932,35.0,4.0,62.0,83.0,5.91
126.71,2.98,45.3,202.0,32.0,107.0,5.3
126.3,-1.0,30.0,254.0,50.0,128.0,5.4
126.145,1.046,31.3,254.0,50.0,128.0,5.29
120.0,1.5,33.0,116.0,68.0,-21.0,4.7
126.5,-2.8,18.7,27.0,38.0,93.0,5.6
126.561,2.151,30.0,204.0,52.0,88.0,5.94
126.72,2.48,38.2,54.0,44.0,134.0,4.9
126.585,2.742,45.0,167.0,74.0,58.0,5.9
126.52,2.9,25.4,326.0,58.0,-3.0,5.4
126.56,2.97,26.1,51.0,40.0,148.0,5.3
125.9,-2.8,33.0,80.0,44.0,-141.0,4.7
119.998,-1.227,10.0,320.0,64.0,-53.0,5.88
126.45,2.64,31.4,180.0,45.0,106.0,4.9
125.131,-0.164,35.0,16.0,81.0,68.0,5.83
126.68,2.73,29.4,201.0,35.0,113.0,5.0
125.1,-0.41,30.7,147.0,32.0,112.0,4.9
123.7,-5.4,30.0,225.0,31.0,-134.0,5.1
126.69,2.82,31.4,44.0,44.0,140.0,5.2
126.43,2.94,31.8,339.0,36.0,90.0,5.0
126.85,2.65,36.2,16.0,73.0,180.0,4.8
126.23,1.74,37.4,342.0,58.0,16.0,5.1
125.5,-7.98,25.2,122.0,40.0,135.0,4.7
126.184,0.799,50.0,197.0,54.0,91.0,5.67
125.568,-7.714,15.0,75.0,47.0,134.0,5.14
126.67,2.19,30.7,255.0,38.0,-125.0,5.3
123.733,-7.862,15.0,101.0,60.0,171.0,5.09
124.6,-0.8,33.0,259.0,31.0,140.0,5.2
124.732,-0.196,30.0,24.0,71.0,65.0,6.35
119.94,-0.24,12.0,89.0,75.0,-170.0,5.0
117.898,1.57,15.0,120.0,38.0,93.0,5.4
125.56,1.67,10.0,54.0,34.0,135.0,5.2
124.05,-0.64,13.9,14.0,35.0,-5.0,5.0
126.65,3.8,35.0,123.0,48.0,45.0,5.1
123.108,-5.17,15.0,318.0,75.0,51.0,5.58
126.405,3.822,40.0,283.0,68.0,-42.0,6.12
126.41,3.78,45.0,171.0,8.0,73.0,5.4
124.796,-0.224,35.0,22.0,72.0,56.0,6.29
125.92,-0.24,31.4,267.0,38.0,149.0,6.3
126.79,-4.71,15.0,221.0,80.0,-2.0,6.1
126.374,1.536,25.0,179.0,63.0,49.0,5.58
121.836,1.205,24.4,69.0,63.0,-97.0,5.52
121.832,1.25,36.6,240.0,28.0,-98.0,5.33
123.294,-0.372,30.0,163.0,59.0,35.0,6.3
123.31,-0.448,36.2,178.0,52.0,51.0,5.05
119.695,0.231,35.0,351.0,45.0,-94.0,5.22
124.96,-0.17,21.0,246.0,30.0,119.0,5.8
123.248,-0.397,35.7,168.0,55.0,37.0,5.95
123.54,-0.49,31.0,168.0,55.0,37.0,5.1
123.23,-0.41,45.0,21.0,43.0,107.0,5.0
126.219,1.697,35.6,32.0,36.0,103.0,5.07
126.865,-4.672,16.0,97.0,62.0,106.0,5.79
121.79,1.28,46.3,85.0,37.0,90.0,4.9
126.21,-2.87,10.0,140.0,39.0,79.0,5.4
126.21,-2.86,21.0,175.0,44.0,121.0,5.0
122.926,1.421,18.9,92.0,29.0,101.0,5.07
125.12,-0.35,36.0,223.0,33.0,56.0,5.8
125.178,-0.364,36.0,81.0,63.0,110.0,5.77
125.09,-0.31,35.0,255.0,26.0,86.0,5.1
125.06,-0.27,36.0,213.0,26.0,54.0,6.1
124.83,-0.18,35.0,238.0,34.0,82.0,5.7
126.527,4.18,28.5,11.0,42.0,87.0,5.41
126.74,4.25,28.0,9.0,43.0,83.0,4.9
126.84,4.29,28.5,217.0,42.0,109.0,4.9
125.22,4.95,10.0,315.0,27.0,80.0,5.7
125.28,4.905,17.8,340.0,20.0,91.0,5.32
125.38,4.97,10.0,340.0,20.0,91.0,5.3
125.65,4.78,10.0,329.0,25.0,84.0,5.3
125.37,4.93,16.0,331.0,28.0,78.0,5.1
125.312,4.971,15.0,164.0,62.0,92.0,5.94
126.44,3.92,12.0,170.0,25.0,69.0,5.3
126.79,2.34,35.0,9.0,36.0,96.0,5.5
126.78,2.32,36.0,6.0,42.0,101.0,5.6
121.637,-4.045,15.0,114.0,44.0,-110.0,5.19
119.287,-3.738,31.8,209.0,46.0,110.0,5.07
126.67,2.62,35.0,67.0,49.0,-60.0,5.2
121.87,-0.56,22.2,166.0,85.0,-2.0,4.9
126.285,1.127,22.0,193.0,57.0,78.0,7.47
126.21,1.19,22.2,34.0,35.0,108.0,7.5
126.364,1.055,20.0,203.0,49.0,81.0,6.18
126.023,1.071,30.9,158.0,57.0,33.0,5.34
126.279,0.978,14.0,153.0,40.0,-98.0,5.07
126.304,1.009,33.6,23.0,33.0,88.0,5.44
126.33,1.21,33.6,23.0,33.0,88.0,5.4
126.211,0.911,37.8,159.0,44.0,73.0,5.44
126.287,0.948,24.2,39.0,45.0,101.0,5.18
126.41,0.45,28.3,216.0,43.0,106.0,5.3
126.45,1.138,28.0,49.0,42.0,124.0,5.2
126.121,1.226,28.7,212.0,42.0,112.0,5.47
126.001,1.005,15.0,181.0,77.0,88.0,5.6
126.169,1.113,28.1,140.0,36.0,72.0,5.38
126.502,1.301,31.8,200.0,31.0,86.0,4.99
126.592,1.25,23.6,208.0,30.0,102.0,5.52
126.9,1.27,23.6,208.0,30.0,102.0,5.5
126.186,1.233,20.0,188.0,56.0,82.0,5.65
126.637,1.175,21.3,211.0,29.0,113.0,5.56
126.364,1.064,20.0,47.0,55.0,108.0,5.85
126.143,1.384,25.0,358.0,12.0,70.0,5.39
125.95,1.64,15.0,358.0,12.0,70.0,5.4
126.328,1.181,39.5,20.0,43.0,83.0,5.4
126.34,1.3,39.5,20.0,43.0,83.0,5.4
126.18,0.92,18.0,339.0,38.0,-63.0,4.9
126.14,0.82,18.6,299.0,25.0,-86.0,4.9
126.87,3.28,37.8,184.0,25.0,79.0,5.0
127.006,-1.039,25.0,19.0,75.0,-138.0,6.72
126.975,-1.043,25.0,13.0,80.0,-129.0,5.98
126.915,-0.987,23.6,261.0,68.0,-17.0,5.18
126.802,-0.014,40.0,177.0,85.0,92.0,5.89
126.914,-1.049,15.0,282.0,53.0,-16.0,4.99
126.275,1.185,33.8,348.0,35.0,53.0,5.33
127.0,4.32,44.0,170.0,46.0,52.0,5.4
126.9,4.25,28.1,20.0,41.0,101.0,5.1
126.984,4.168,18.9,22.0,49.0,121.0,5.15
126.18,-3.7,25.1,345.0,83.0,176.0,5.1
126.328,1.209,35.0,12.0,47.0,80.0,6.23
125.94,0.852,30.4,75.0,74.0,-173.0,5.49
122.723,1.305,25.0,275.0,72.0,89.0,5.62
126.79,-1.02,33.0,16.0,57.0,-152.0,5.2
126.25,0.68,40.0,213.0,46.0,116.0,5.1
126.361,1.204,31.3,213.0,46.0,116.0,5.29
124.57,-0.47,50.0,237.0,40.0,107.0,5.2
126.407,1.561,35.0,99.0,88.0,-90.0,5.59
123.54,-3.56,0.6,96.0,33.0,-74.0,5.4
123.308,-3.615,15.0,96.0,33.0,-74.0,5.08
126.04,0.92,30.0,17.0,42.0,82.0,5.1
126.448,1.165,50.0,165.0,88.0,33.0,5.66
126.421,1.147,37.6,19.0,42.0,87.0,4.96
127.029,2.444,15.0,10.0,81.0,84.0,5.64
119.43,-1.35,33.0,28.0,19.0,95.0,5.8
119.546,-1.444,16.1,28.0,19.0,95.0,5.18
125.82,-0.9,32.4,234.0,37.0,44.0,5.1
126.14,1.35,30.0,69.0,29.0,124.0,5.0
126.366,3.827,26.0,319.0,73.0,31.0,6.28
125.54,0.41,22.7,333.0,20.0,71.0,5.2
122.49,-7.55,20.9,129.0,82.0,177.0,5.1
125.91,0.79,23.8,13.0,82.0,4.0,4.4
126.18,1.49,28.9,13.0,82.0,4.0,5.1
126.7,2.07,36.1,210.0,41.0,90.0,5.4
126.463,1.589,30.9,40.0,26.0,113.0,5.2
123.46,2.54,33.0,67.0,45.0,78.0,6.3
126.7,3.12,35.6,207.0,44.0,37.0,4.9
122.721,-5.882,15.0,207.0,48.0,63.0,5.39
125.35,-0.27,42.0,244.0,33.0,119.0,5.5
118.03,-3.536,40.0,261.0,53.0,128.0,5.78
122.727,1.264,39.5,271.0,69.0,88.0,5.79
124.5,-0.3,45.7,241.0,34.0,116.0,5.1
125.125,-0.223,38.0,36.0,65.0,75.0,5.96
126.485,1.632,37.3,341.0,61.0,26.0,4.99
126.65,1.94,29.1,22.0,38.0,129.0,5.2
126.304,1.005,41.6,40.0,41.0,89.0,5.25
126.173,0.848,15.0,165.0,67.0,27.0,5.69
125.72,-7.809,15.0,184.0,89.0,28.0,6.08
125.678,-7.877,23.1,184.0,88.0,34.0,5.94
125.673,-7.875,15.0,74.0,32.0,164.0,5.4
125.84,-7.74,17.2,55.0,29.0,113.0,4.9
125.71,-7.917,17.3,102.0,33.0,148.0,5.04
125.681,-7.984,16.8,109.0,59.0,-164.0,5.09
125.734,-7.881,15.0,231.0,62.0,90.0,5.6
125.75,-7.81,16.6,107.0,45.0,117.0,4.9
121.8,-7.98,21.2,105.0,79.0,175.0,5.0
118.28,4.66,12.0,134.0,80.0,8.0,5.0
122.742,-0.52,21.8,177.0,63.0,-20.0,5.27
122.66,-0.62,40.0,177.0,63.0,-20.0,5.8
119.63,-0.338,35.0,230.0,47.0,125.0,5.04
126.731,3.876,28.7,206.0,39.0,96.0,4.99
120.64,0.2,33.0,314.0,35.0,35.0,6.5
123.05,-0.28,32.0,207.0,44.0,36.0,6.4
126.651,4.18,22.3,243.0,46.0,135.0,5.18
126.69,4.23,24.5,353.0,53.0,44.0,5.2
122.18,1.41,10.0,92.0,20.0,84.0,7.7
122.077,1.29,34.0,278.0,70.0,92.0,7.35
126.8,1.26,29.0,275.0,58.0,-35.0,5.5
122.0,-1.48,10.0,119.0,29.0,121.0,5.3
121.888,1.336,30.0,119.0,29.0,121.0,5.07
123.494,1.34,19.3,106.0,18.0,97.0,5.4
124.55,0.15,10.0,258.0,50.0,139.0,5.6
126.541,3.811,25.0,6.0,53.0,96.0,7.12
126.81,3.92,23.9,177.0,38.0,83.0,7.1
126.75,3.954,25.0,188.0,46.0,104.0,5.98
126.669,3.647,25.0,21.0,66.0,123.0,5.91
126.854,4.061,25.0,2.0,50.0,93.0,5.61
126.602,4.038,43.8,161.0,36.0,59.0,5.31
126.632,3.955,26.0,22.0,77.0,115.0,6.03
126.686,4.046,27.6,155.0,40.0,71.0,5.28
126.647,3.993,37.8,140.0,40.0,51.0,5.23
126.937,3.714,25.0,14.0,62.0,103.0,5.64
126.79,3.956,25.0,346.0,52.0,77.0,5.96
126.702,4.031,33.9,19.0,52.0,132.0,5.13
126.615,4.025,27.0,13.0,63.0,116.0,6.25
126.559,3.952,25.0,22.0,75.0,111.0,5.66
126.77,4.1,30.9,35.0,47.0,130.0,5.0
126.656,3.722,21.6,148.0,33.0,30.0,5.16
126.837,4.087,25.7,180.0,44.0,103.0,5.03
126.86,4.7,25.7,180.0,44.0,103.0,5.0
126.732,3.776,40.0,62.0,82.0,151.0,5.59
126.765,4.123,26.7,14.0,43.0,95.0,5.02
126.906,3.6,37.1,175.0,25.0,58.0,5.32
126.461,3.813,24.1,270.0,11.0,166.0,5.41
126.811,4.129,28.0,213.0,37.0,110.0,5.01
126.77,4.1,26.3,163.0,38.0,53.0,5.0
126.703,3.726,30.6,171.0,45.0,55.0,5.18
126.648,3.844,22.6,225.0,57.0,146.0,5.17
126.758,3.918,25.4,342.0,64.0,12.0,5.2
126.612,3.679,32.0,336.0,52.0,59.0,5.98
126.658,3.704,22.7,164.0,47.0,47.0,5.34
126.62,3.71,27.0,346.0,48.0,60.0,5.0
126.68,3.78,28.0,175.0,28.0,86.0,4.9
126.712,3.695,26.6,207.0,45.0,112.0,5.34
126.78,4.08,21.6,338.0,45.0,73.0,4.9
126.653,3.921,24.1,123.0,9.0,52.0,5.34
126.63,3.92,35.0,194.0,13.0,122.0,5.0
119.843,-1.105,20.0,309.0,50.0,-87.0,5.56
126.45,1.73,36.1,262.0,70.0,163.0,4.9
126.694,3.724,25.0,33.0,69.0,129.0,6.34
126.742,3.655,25.0,158.0,71.0,71.0,5.66
126.654,3.664,23.0,164.0,46.0,36.0,5.5
126.777,3.906,25.6,335.0,56.0,37.0,5.37
126.64,-2.91,15.0,325.0,79.0,180.0,5.2
122.14,2.14,29.6,250.0,29.0,37.0,5.2
126.753,4.124,35.0,12.0,51.0,98.0,6.08
126.769,4.181,26.1,183.0,37.0,109.0,5.17
126.95,4.36,11.0,263.0,7.0,180.0,5.9
126.94,4.48,26.1,263.0,7.0,180.0,5.5
126.75,3.87,34.0,25.0,44.0,113.0,5.3
126.802,4.085,29.1,25.0,44.0,113.0,5.07
127.009,4.488,45.0,7.0,88.0,87.0,5.75
125.11,-0.26,15.0,249.0,35.0,116.0,5.3
126.158,0.958,37.5,86.0,51.0,25.0,5.28
126.415,-4.073,18.4,344.0,80.0,176.0,5.13
122.295,1.351,29.2,270.0,74.0,88.0,5.68
126.1,1.12,23.0,16.0,28.0,98.0,5.9
124.4,4.65,27.3,149.0,84.0,5.0,5.2
129.98,2.44,22.5,40.0,42.0,133.0,5.4
126.765,3.957,20.0,130.0,28.0,23.0,5.27
126.99,2.94,45.3,80.0,28.0,117.0,5.5
120.866,1.165,25.0,262.0,68.0,92.0,5.75
125.96,2.67,30.0,188.0,39.0,83.0,5.6
123.228,-3.557,15.0,240.0,52.0,-107.0,5.75
123.242,-3.62,15.0,84.0,50.0,-55.0,5.39
123.262,-3.572,15.0,72.0,38.0,-89.0,5.49
125.93,-7.34,10.0,318.0,69.0,169.0,5.6
126.05,-7.38,20.3,318.0,69.0,169.0,4.9
126.31,1.36,30.0,214.0,39.0,116.0,5.2
120.75,1.28,10.0,87.0,24.0,96.0,5.6
120.975,1.18,38.1,87.0,24.0,96.0,5.16
118.877,-7.998,17.6,88.0,22.0,96.0,4.98
126.521,4.129,28.2,204.0,36.0,109.0,5.04
126.13,0.47,10.0,9.0,40.0,56.0,5.5
126.18,0.46,19.0,24.0,38.0,70.0,5.2
126.383,1.244,32.9,12.0,37.0,78.0,4.98
126.84,3.96,10.0,352.0,40.0,79.0,5.4
120.0,-0.5,19.9,73.0,65.0,-179.0,4.8
122.21,1.66,15.0,96.0,22.0,97.0,5.2
126.7,3.07,48.6,192.0,28.0,92.0,5.3
126.69,2.17,10.0,27.0,35.0,108.0,5.4
126.259,1.009,39.8,58.0,53.0,152.0,5.41
125.011,-0.128,30.0,86.0,80.0,101.0,6.12
125.14,-0.17,15.0,267.0,28.0,90.0,5.4
125.17,-0.4,44.3,267.0,28.0,90.0,5.1
125.17,-0.25,10.0,244.0,32.0,58.0,5.4
125.17,-0.29,37.4,244.0,32.0,58.0,5.0
126.71,3.9,33.9,127.0,56.0,5.0,5.4
126.61,3.82,23.6,127.0,35.0,9.0,5.3
122.41,-0.8,10.0,128.0,39.0,-62.0,5.8
120.09,-1.25,11.0,336.0,68.0,-16.0,5.1
126.72,4.19,31.2,176.0,27.0,54.0,4.9
124.69,-0.31,30.0,227.0,29.0,87.0,5.2
120.062,1.033,20.0,43.0,18.0,63.0,5.13
126.66,3.77,35.9,229.0,24.0,128.0,5.0
119.397,-1.478,15.0,348.0,66.0,0.0,5.36
123.749,-1.202,28.5,218.0,61.0,158.0,5.11
123.66,-1.27,10.0,218.0,61.0,158.0,5.5
123.68,-1.19,28.5,218.0,61.0,158.0,5.1
126.38,1.26,10.0,198.0,43.0,81.0,6.2
124.68,-0.98,10.0,161.0,34.0,83.0,5.6
124.84,-0.88,36.2,161.0,34.0,83.0,5.1
125.67,-7.29,10.0,93.0,43.0,87.0,6.1
125.29,-0.2,10.0,236.0,29.0,108.0,5.8
126.494,-7.613,20.0,108.0,72.0,169.0,5.01
126.35,2.49,10.0,79.0,35.0,133.0,5.5
126.18,0.55,10.0,196.0,44.0,72.0,5.1
126.42,1.482,31.2,190.0,44.0,72.0,5.23
125.5,1.54,30.0,190.0,44.0,72.0,5.0
126.44,1.51,31.2,190.0,44.0,72.0,5.2
126.56,-4.76,19.0,82.0,76.0,4.0,5.0
122.05,-5.93,11.0,62.0,29.0,139.0,4.9
117.58,-5.96,16.6,156.0,77.0,-168.0,5.4
124.93,-0.089,50.0,33.0,61.0,77.0,5.65
119.78,-0.85,23.0,73.0,74.0,-178.0,5.3
123.27,1.06,34.7,266.0,26.0,-103.0,4.9
126.715,3.674,15.0,144.0,17.0,24.0,5.26
126.862,2.032,25.0,226.0,69.0,129.0,5.77
121.487,-2.446,20.0,19.0,87.0,161.0,6.07
126.999,3.056,25.0,12.0,73.0,77.0,5.85
122.857,-4.451,15.0,236.0,81.0,-148.0,6.13
124.59,0.01,10.0,240.0,39.0,110.0,5.1
123.02,-0.14,35.0,59.0,40.0,126.0,6.1
