date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,cluster,corepoint
22-07-96,19:36.9,1.027,120.458,28.4,6.98,264,77,96,57,14,63,3.61,19.0,0.03,-0.25,1.46,-3.23,-0.56,-1.5,2,c
27-07-96,34:08.3,1.161,120.561,28.1,5.38,70,25,68,274,67,100,1.46,17.0,0.36,0.09,0.86,-1.0,-0.14,-1.22,2,c
27-07-96,34:12.4,0.9,120.5,33.0,5.6,70,25,68,274,67,100,,,,,,,,,2,c
28-07-96,40:49.3,1.36,120.35,20.0,5.9,57,16,71,256,75,95,9.67e+24,24.0,,,,,,,2,c
28-07-96,40:44.8,0.971,120.219,28.6,5.93,256,75,95,57,16,71,9.67,17.0,-0.45,-1.78,4.71,-8.14,-1.95,-4.25,2,c
28-07-96,40:46.3,1.0,120.2,33.0,6.3,57,16,71,256,75,95,,,,,,,,,2,c
20-08-96,28:50.4,1.008,120.197,27.3,5.26,40,21,50,262,74,104,9.71,16.0,1.8,-1.47,3.81,-7.75,-3.76,-5.61,2,c
10-09-96,20:54.7,1.026,120.109,29.5,5.17,95,21,82,284,70,93,7.19,16.0,-3.39,1.68,6.49,-5.17,-0.37,-3.1,2,c
10-09-96,34:17.9,1.02,120.243,34.3,5.79,257,74,97,52,17,66,5.95,17.0,-0.61,-0.94,3.13,-4.97,-1.25,-2.52,2,c
10-09-96,34:22.3,1.43,120.32,18.0,5.8,52,17,66,257,74,97,5.95e+24,24.0,,,,,,,2,c
04-10-96,03:09.1,1.194,120.668,30.0,5.59,267,88,93,32,4,34,3.03,17.0,-0.48,-0.09,0.48,-3.02,-0.16,0.0,2,c
10-10-98,32:23.4,-0.8,120.1,28.0,5.5,355,31,35,235,73,116,,,,,,,,,2,c
10-10-98,29:04.5,-0.3,119.8,33.0,6.0,359,34,41,233,69,117,,,,,,,,,2,c
23-03-99,32:31.3,1.2,120.0,16.0,5.0,49,19,56,264,74,101,,,,,,,,,2,c
19-02-00,01:56.7,1.219,120.84,30.0,5.31,45,37,-76,208,55,-100,1.15,17.0,0.69,0.37,-1.02,0.09,0.6,0.32,2,c
08-04-00,28:22.1,1.033,120.165,15.0,5.52,262,76,97,55,15,64,2.38,17.0,0.08,-0.28,0.99,-2.08,-0.47,-1.08,2,c
28-12-00,06:46.5,-0.49,119.95,20.0,4.5,108,54,-150,359,66,-40,,,,,,,,,2,c
28-12-00,06:54.2,-0.62,120.25,27.2,5.4,108,54,-150,359,66,-40,1.42e+24,24.0,,,,,,,2,c
30-11-01,22:07.5,-1.161,119.901,38.3,5.18,170,50,12,72,81,140,7.49,16.0,-3.43,-1.96,0.16,6.02,-3.98,3.27,2,c
30-11-01,22:08.8,-1.34,120.51,38.3,5.2,170,50,12,72,81,140,7.49e+23,23.0,,,,,,,2,c
14-02-02,14:26.9,-1.776,120.215,23.0,5.05,221,64,175,313,86,26,4.7,16.0,-3.87,0.7,-0.57,-2.26,0.29,4.45,2,c
05-03-02,40:47.5,-1.11,119.41,35.0,4.7,100,37,-165,358,81,-54,,,,,,,,,2,c
05-03-02,40:50.9,0.692,119.836,35.0,5.13,100,37,-165,358,81,-54,6.24,16.0,0.08,-5.07,-1.54,-2.17,-3.32,1.46,2,c
30-05-02,45:17.3,-1.545,119.61,35.8,5.24,9,20,49,232,75,104,9.18,16.0,-3.76,-4.31,4.5,-6.36,-2.79,-0.74,2,c
16-06-02,00:25.2,0.454,119.833,17.0,5.86,84,71,-141,339,53,-24,7.52,17.0,-1.15,-2.49,-2.85,-3.58,-5.0,4.0,2,c
01-07-02,11:07.8,-0.95,120.45,15.0,5.3,271,34,-97,99,56,-86,1.15e+24,24.0,,,,,,,2,c
01-07-02,11:05.5,-1.485,120.191,15.0,5.31,271,34,-97,99,56,-86,1.15,17.0,-0.03,0.12,-1.03,-0.44,-0.1,1.07,2,c
26-05-03,50:03.6,1.089,120.438,41.8,5.49,281,75,83,125,17,113,2.1,17.0,-0.99,0.12,1.53,-1.8,0.12,-0.54,2,c
26-09-04,24:05.5,0.946,120.231,22.0,5.13,272,16,-59,61,77,-98,6.33,16.0,-0.04,-2.94,-2.85,-4.76,0.74,2.89,2,c
25-10-04,15:16.2,0.959,120.145,30.6,5.09,44,18,61,254,74,99,5.46,16.0,-0.85,-0.97,2.92,-4.52,-1.31,-2.06,2,c
02-11-04,48:17.2,-0.96,119.57,26.5,4.9,351,63,-21,91,71,-151,2.87e+23,23.0,,,,,,,2,c
23-01-05,59:43.7,-1.101,120.043,15.0,5.26,76,52,-151,327,68,-42,0.99,17.0,-0.31,-0.36,-0.53,0.15,-0.6,0.84,2,c
23-01-05,10:12.9,-1.19,120.013,10.0,6.24,321,61,-59,90,41,-133,2.8,18.0,-0.22,-1.1,-1.9,0.51,-1.62,2.13,2,c
05-04-05,43:31.0,-1.04,120.62,28.1,4.8,90,44,-91,270,46,-90,1.72e+23,23.0,,,,,,,2,c
25-05-05,44:27.0,1.5,120.0,33.0,4.7,116,68,-21,214,70,-157,,,,,,,,,2,c
09-07-05,59:14.3,-1.227,119.998,10.0,5.88,320,64,-53,80,44,-141,0.8,18.0,-0.19,-0.31,-0.49,0.16,-0.42,0.69,2,c
03-01-06,00:17.3,-0.24,119.94,12.0,5.0,89,75,-170,356,80,-15,4.02e+23,23.0,,,,,,,2,c
28-08-07,51:39.1,-1.444,119.546,16.1,5.18,28,19,95,202,71,88,7.54,16.0,-3.83,-5.48,4.7,-2.18,-1.8,-0.88,2,c
21-08-08,30:46.2,-0.338,119.63,35.0,5.04,230,47,125,4,53,58,4.59,16.0,-3.46,1.15,3.77,-1.41,-2.16,-0.32,2,c
02-03-09,03:41.5,-1.105,119.843,20.0,5.56,309,50,-87,125,40,-93,2.7,17.0,0.77,-0.32,-2.47,0.3,-1.56,1.7,2,c
31-10-09,14:08.0,1.28,120.75,10.0,5.6,87,24,96,260,66,87,,,,,,,,,2,c
08-01-10,15:25.1,-0.5,120.0,19.9,4.8,73,65,-179,343,89,-25,2.25e+23,23.0,,,,,,,2,c
12-05-10,07:53.0,-1.25,120.09,11.0,5.1,336,68,-16,73,75,-157,,,,,,,,,2,c
12-06-10,49:56.8,1.033,120.062,20.0,5.13,43,18,63,251,74,98,6.3,16.0,-0.24,-1.62,2.9,-5.05,-2.08,-2.66,2,c
08-01-11,15:13.0,-0.85,119.78,23.0,5.3,73,74,-178,343,88,-16,,,,,,,,,2,c
19-12-11,23:25.0,-1.17,119.48,10.0,5.6,17,21,72,216,70,97,,,,,,,,,2,c
08-02-12,52:23.9,-0.35,119.93,12.7,4.8,250,62,-161,151,73,-30,1.85e+23,23.0,,,,,,,2,c
18-08-12,41:53.0,-1.21,120.08,10.0,6.2,339,83,-5,70,85,-173,,,,,,,,,2,c
30-04-13,33:05.4,0.109,119.839,33.6,5.35,330,37,37,210,69,121,1.34,17.0,-1.26,-0.67,0.72,-0.45,-0.1,0.53,2,c
30-06-13,04:20.8,-0.64,119.8,28.2,4.9,330,38,-19,75,79,-126,2.78e+23,23.0,,,,,,,2,c
06-08-13,45:05.1,-1.15,120.95,20.2,4.9,146,74,8,53,82,164,2.88e+23,23.0,,,,,,,2,c
23-02-14,06:52.2,-1.097,120.248,24.8,5.4,114,28,-79,282,63,-96,1.56,17.0,0.03,-0.14,-1.22,0.9,-0.41,1.18,2,c
15-07-14,38:00.6,-0.17,120.02,39.7,4.9,147,32,54,8,65,110,3.23e+23,23.0,,,,,,,2,c
23-09-14,22:20.8,0.23,120.04,46.1,5.3,159,48,-176,66,87,-42,1.19e+24,24.0,,,,,,,2,c
15-01-15,09:24.8,0.158,120.026,35.0,5.1,174,19,-143,49,79,-75,5.69,16.0,2.41,-3.08,-2.16,-4.06,1.06,-0.25,2,c
07-09-16,32:40.0,-0.952,120.418,18.1,5.27,159,38,-22,267,76,-126,1.01,17.0,-0.21,-0.05,-0.37,0.69,-0.6,0.59,2,c
20-04-17,54:01.5,-1.14,120.08,21.0,4.8,63,67,-159,324,71,-24,1.73e+23,23.0,,,,,,,2,c
29-05-17,35:23.2,-1.297,120.427,16.8,6.58,277,57,-98,111,34,-78,0.94,19.0,-0.11,-0.01,-0.77,0.38,-0.26,0.89,2,c
31-05-17,42:05.4,-1.01,120.69,17.9,4.9,130,65,2,39,88,154,3.13e+23,23.0,,,,,,,2,c
02-06-17,59:17.0,-1.25,120.48,18.1,4.9,139,59,-29,245,66,-146,2.6e+23,23.0,,,,,,,2,c
02-11-17,02:15.4,-1.29,120.23,14.8,4.9,268,30,-143,145,72,-65,3.1e+23,23.0,,,,,,,2,c
25-11-17,14:50.9,-1.328,119.94,20.0,5.02,64,74,-179,334,89,-16,4.32,16.0,-2.82,-0.91,-0.83,0.72,-2.62,3.65,2,c
25-11-17,11:24.6,-1.314,120.013,19.1,5.07,67,84,178,157,88,6,5.0,16.0,-2.98,-0.41,-1.18,0.61,-3.44,4.16,2,c
14-02-18,28:55.1,-1.34,120.48,26.8,4.8,275,38,-97,104,53,-85,2.04e+23,23.0,,,,,,,2,c
18-05-18,31:38.2,1.033,120.034,24.5,5.1,63,36,79,256,55,98,5.65,16.0,-2.1,0.25,6.16,-1.99,-0.97,-4.06,2,c
18-05-18,26:00.2,1.026,120.005,25.7,5.19,64,17,84,250,73,92,7.59,16.0,-0.27,-2.13,3.95,-5.96,-1.75,-3.68,2,c
21-09-18,20:33.3,-0.78,119.67,30.2,4.9,7,34,56,226,62,111,2.52e+23,23.0,,,,,,,2,c
28-09-18,24:01.2,-1.44,120.22,12.0,5.0,127,59,4,35,87,149,4.35e+23,23.0,,,,,,,2,c
28-09-18,24:57.6,-0.4,120.02,12.0,5.2,181,77,-1,272,89,-167,8.63e+23,23.0,,,,,,,2,c
28-09-18,00:02.2,-0.345,119.852,25.4,6.06,359,66,-14,95,77,-155,1.57,18.0,0.24,-0.26,-0.29,-0.62,-1.39,0.04,2,c
29-09-18,32:51.7,-1.51,120.19,22.3,4.9,52,76,-176,321,86,-14,2.48e+23,23.0,,,,,,,2,c
29-09-18,40:10.9,-1.51,120.15,14.7,5.0,101,38,-69,254,54,-106,3.45e+23,23.0,,,,,,,2,c
29-09-18,30:17.9,-1.43,120.19,12.0,5.1,116,37,-56,256,60,-112,5.78e+23,23.0,,,,,,,2,c
30-09-18,38:43.3,-1.25,120.24,26.1,5.1,111,35,-86,286,55,-93,6.58e+23,23.0,,,,,,,2,c
01-10-18,43:34.4,0.0,119.65,15.0,5.3,311,27,12,211,85,116,1.24e+24,24.0,,,,,,,2,c
01-10-18,46:40.5,-0.695,119.867,24.2,5.34,349,38,-3,81,88,-128,1.27,17.0,-0.32,-0.05,-0.07,-1.0,-0.72,0.4,2,c
01-10-18,39:03.9,-0.52,119.89,12.0,5.8,258,76,167,351,78,14,1.99e+23,23.0,,,,,,,2,c
02-10-18,59:26.1,-1.44,119.95,15.0,5.4,115,13,6,19,89,103,1.54e+24,24.0,,,,,,,2,c
08-10-18,15:55.2,-0.87,120.04,27.0,4.9,145,33,-48,278,66,-114,2.38e+23,23.0,,,,,,,2,c
22-10-18,07:48.8,-1.65,120.23,22.1,5.1,47,72,-165,312,76,-18,6.05e+23,23.0,,,,,,,2,c
02-11-18,06:31.2,-1.24,120.46,14.4,4.8,120,37,-80,287,54,-98,1.91e+23,23.0,,,,,,,2,c
02-11-18,33:36.3,-1.25,120.41,13.1,5.0,124,44,-60,264,53,-116,3.81e+23,23.0,,,,,,,2,c
03-03-19,45:07.0,-1.48,120.29,19.7,4.9,109,41,-54,245,58,-117,3.03e+23,23.0,,,,,,,2,c
13-03-19,51:18.0,0.12,119.67,22.5,4.9,60,60,164,158,76,31,2.43e+23,23.0,,,,,,,2,c
24-03-19,32:03.0,-1.77,120.53,12.3,5.5,136,41,63,350,54,112,2e+24,24.0,,,,,,,2,c
28-03-20,43:20.2,-1.68,120.18,18.9,5.8,36,86,177,126,87,4,7.31e+24,25.0,,,,,,,2,c
11-01-21,57:30.4,1.31,119.97,25.0,5.3,60,15,82,247,75,92,1.09e+24,24.0,,,,,,,2,c
14-02-21,44:48.3,1.23,119.94,28.6,5.1,47,19,77,241,72,94,5.81e+23,23.0,,,,,,,2,c
30-04-21,34:30.5,-1.52,120.19,17.2,4.7,87,42,-82,257,48,-97,1.42e+23,23.0,,,,,,,2,c
29-05-21,25:16.8,1.22,119.95,25.0,5.2,66,10,83,254,80,91,9.34e+23,23.0,,,,,,,2,c
06-11-21,56:20.8,-1.29,120.65,16.1,5.1,234,60,-157,131,70,-32,5.73e+23,23.0,,,,,,,2,c
