date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,corepoint
2002-04-18,08:53:52.12,3.427,126.835,19.8,5.27,180.0,21.0,102.0,348.0,70.0,86.0,10.25,16.0,-5.85,7.5,7.49,-2.12,0.21,-1.63,c
2002-04-20,07:24:34.87,3.454,126.911,28.1,5.19,184.0,11.0,66.0,28.0,80.0,94.0,7.73,16.0,-2.46,6.35,2.56,3.55,-0.74,-0.1,c
2002-04-20,07:24:41.00,3.98,126.89,28.1,5.2,184.0,11.0,66.0,28.0,80.0,94.0,7.73e+23,23.0,,,,,,,c
2002-04-20,07:25:33.84,3.41,126.782,15.0,5.18,175.0,8.0,90.0,355.0,82.0,90.0,7.41,16.0,-1.24,7.13,2.65,-0.6,-0.01,-1.41,c
2002-05-06,02:42:07.00,0.86,125.8,33.0,5.1,170.0,34.0,24.0,60.0,77.0,122.0,,,,,,,,,c
2002-05-06,02:42:08.40,0.28,125.92,31.8,5.1,170.0,34.0,24.0,60.0,77.0,122.0,6.48e+23,23.0,,,,,,,c
2002-05-06,02:42:09.35,0.898,125.985,31.8,5.14,170.0,34.0,24.0,60.0,77.0,122.0,6.48,16.0,-3.86,0.7,2.66,5.48,-1.67,1.21,c
2002-05-21,05:27:14.60,2.47,126.57,27.3,5.0,196.0,36.0,44.0,68.0,66.0,118.0,4.38e+23,23.0,,,,,,,c
2002-05-22,20:39:46.70,4.1,126.519,27.7,5.17,16.0,31.0,83.0,204.0,60.0,94.0,7.17,16.0,-5.44,-3.1,6.33,-1.65,-1.93,-0.89,c
2002-05-22,23:49:15.94,4.09,126.472,28.0,5.09,20.0,43.0,90.0,200.0,47.0,90.0,5.35,16.0,-4.82,-0.37,5.17,-0.22,-1.85,-0.35,c
2002-05-23,14:24:50.10,4.137,126.534,37.3,5.2,353.0,48.0,50.0,224.0,56.0,125.0,7.89,16.0,-6.37,0.49,6.27,-4.31,-2.25,0.11,c
2002-05-23,14:24:55.50,3.44,126.76,33.0,4.6,353.0,48.0,50.0,224.0,56.0,125.0,,,,,,,,,c
2002-05-26,06:51:38.90,4.18,126.54,48.8,5.0,9.0,39.0,90.0,189.0,51.0,90.0,4.51e+23,23.0,,,,,,,c
2002-06-16,00:00:25.17,0.454,119.833,17.0,5.86,84.0,71.0,-141.0,339.0,53.0,-24.0,7.52,17.0,-1.15,-2.49,-2.85,-3.58,-5,4,c
2002-07-01,08:11:05.54,-1.485,120.191,15.0,5.31,271.0,34.0,-97.0,99.0,56.0,-86.0,1.15,17.0,-0.03,0.12,-1.03,-0.44,-0.1,1.07,c
2002-07-01,08:11:07.80,-0.95,120.45,15.0,5.3,271.0,34.0,-97.0,99.0,56.0,-86.0,1.15e+24,24.0,,,,,,,c
2002-07-10,11:03:29.18,0.958,126.052,41.4,5.33,330.0,39.0,43.0,204.0,64.0,121.0,1.24,17.0,-1.14,-0.49,0.82,-0.5,0.06,0.32,c
2002-07-11,17:30:41.15,1.087,121.917,27.5,5.21,105.0,23.0,95.0,280.0,67.0,88.0,8.11,16.0,0.95,0.91,5.13,-5.62,1.56,-6.08,c
2002-07-19,02:38:30.89,1.322,122.822,34.8,5.61,281.0,72.0,96.0,83.0,19.0,73.0,3.19,17.0,0.13,0.59,1.84,-2.49,0.09,-1.97,c
2002-07-20,09:09:21.48,1.026,126.236,27.2,5.28,265.0,36.0,-178.0,173.0,89.0,-54.0,10.35,16.0,0.36,8.07,-0.39,-2.91,-6.3,0.02,c
2002-08-07,16:06:42.13,1.347,126.13,47.9,5.04,170.0,25.0,55.0,27.0,70.0,105.0,4.6,16.0,-3.2,2.82,2.87,1.89,-0.56,0.33,c
2002-09-10,12:25:10.87,1.739,126.35,37.5,5.28,221.0,38.0,91.0,39.0,52.0,89.0,10.48,16.0,-5.99,2.15,9.93,1.57,-5.29,-3.93,c
2002-10-07,17:32:25.00,2.69,126.94,38.0,5.2,193.0,30.0,58.0,49.0,65.0,107.0,8.61e+23,23.0,,,,,,,c
2002-12-02,13:42:14.81,1.473,126.372,30.0,5.89,215.0,75.0,-95.0,55.0,16.0,-71.0,8.3,17.0,2.05,5.95,-4.13,3.95,2.22,2.08,c
2002-12-19,03:42:46.30,0.875,126.363,25.0,5.55,191.0,58.0,66.0,51.0,39.0,123.0,2.6,17.0,-1.7,-1.15,2.12,0.34,-1.24,-0.41,c
2002-12-19,03:42:47.80,0.41,126.38,44.0,5.9,51.0,39.0,123.0,191.0,58.0,66.0,,,,,,,,,c
2002-12-19,03:42:52.40,1.01,126.46,34.4,5.5,51.0,39.0,123.0,191.0,58.0,66.0,2.6e+24,24.0,,,,,,,c
2003-01-28,16:12:01.80,3.07,126.91,42.3,5.3,183.0,21.0,77.0,17.0,69.0,95.0,1.0999999999999999e+24,24.0,,,,,,,c
2003-02-20,10:37:05.71,-1.017,126.779,26.1,5.53,12.0,87.0,-119.0,276.0,29.0,-7.0,2.47,17.0,-0.58,-2.23,-0.37,0.06,0.92,0.95,c
2003-02-27,11:40:29.89,-7.81,125.043,15.0,5.28,272.0,37.0,104.0,75.0,54.0,80.0,1.04,17.0,0.01,0.19,0.97,0.28,-0.11,-0.99,c
2003-03-20,22:16:02.40,-0.04,125.67,45.0,5.4,246.0,27.0,117.0,36.0,67.0,77.0,1.69e+24,24.0,,,,,,,c
2003-05-11,17:51:36.76,-0.981,126.971,30.0,6.08,172.0,79.0,96.0,320.0,12.0,59.0,1.62,18.0,-0.52,-1.49,0.57,0.18,0.26,-0.05,c
2003-05-26,15:50:03.64,1.089,120.438,41.8,5.49,281.0,75.0,83.0,125.0,17.0,113.0,2.1,17.0,-0.99,0.12,1.53,-1.8,0.12,-0.54,c
2003-06-08,21:15:36.00,-7.616,125.632,30.3,5.19,99.0,46.0,108.0,255.0,47.0,73.0,0.77,17.0,0.05,-0.16,0.73,-0.01,-0.05,-0.78,c
2003-06-30,12:48:37.53,0.8,126.3,21.0,5.8,44.0,43.0,113.0,194.0,51.0,70.0,,,,,,,,,c
2003-06-30,12:48:42.00,0.893,126.249,43.1,5.16,44.0,43.0,113.0,194.0,51.0,70.0,7.01,16.0,-5.08,-1.7,6.65,1.31,-2.9,-1.57,c
2003-07-14,21:40:08.70,1.36,126.83,15.0,5.2,127.0,15.0,45.0,353.0,80.0,101.0,9.23e+23,23.0,,,,,,,c
2003-07-15,12:57:09.95,-1.009,127.043,25.3,5.16,16.0,15.0,119.0,166.0,77.0,83.0,6.87,16.0,-3.21,-5.92,2.93,1.64,-0.04,0.28,c
2003-07-21,19:45:14.03,-0.41,123.11,33.0,5.3,171.0,51.0,52.0,42.0,52.0,127.0,,,,,,,,,c
2003-07-24,10:23:20.72,-0.17,124.63,31.0,5.8,96.0,54.0,20.0,354.0,74.0,142.0,,,,,,,,,c
2003-08-28,20:58:16.44,0.41,126.54,37.0,5.5,63.0,39.0,165.0,165.0,81.0,52.0,,,,,,,,,c
2003-09-24,23:03:27.90,0.28,126.41,42.0,5.4,14.0,32.0,99.0,183.0,58.0,84.0,1.38e+24,24.0,,,,,,,c
2003-09-24,23:03:40.36,-0.44,125.29,26.0,4.8,14.0,32.0,99.0,183.0,58.0,84.0,,,,,,,,,c
2003-10-05,13:53:26.70,2.57,126.72,42.4,5.3,61.0,26.0,134.0,194.0,72.0,71.0,1.01e+24,24.0,,,,,,,c
2003-10-18,22:27:12.83,0.57,125.99,50.0,6.2,2.0,43.0,70.0,208.0,50.0,107.0,,,,,,,,,c
2003-11-06,08:15:02.47,2.064,126.963,30.0,5.8,298.0,84.0,85.0,158.0,8.0,130.0,6.23,17.0,-1.95,2.6,2.19,-5.5,-0.36,-0.24,c
2003-11-07,13:59:35.07,2.003,126.852,37.6,5.6,111.0,87.0,-85.0,229.0,6.0,-152.0,3.09,17.0,-1.04,0.98,0.26,-2.91,-0.45,0.78,c
2003-11-12,00:29:46.48,1.586,126.417,31.0,6.2,1.0,54.0,80.0,198.0,37.0,104.0,2.48,18.0,-2.26,0.79,2.35,-0.26,-0.38,-0.09,c
2003-11-21,00:52:56.50,1.21,126.09,20.0,5.5,28.0,36.0,107.0,188.0,56.0,78.0,,,,,,,,,c
2003-12-12,03:10:48.98,-1.01,126.67,48.0,5.5,322.0,20.0,66.0,168.0,72.0,99.0,,,,,,,,,c
2004-01-07,21:57:45.40,1.54,122.62,34.4,4.9,147.0,39.0,143.0,267.0,68.0,57.0,3.31e+23,23.0,,,,,,,c
2004-01-19,14:32:16.20,-1.08,126.74,27.0,5.3,350.0,27.0,86.0,174.0,63.0,92.0,,,,,,,,,c
2004-02-25,11:15:26.60,4.0,126.35,25.3,5.2,132.0,86.0,-3.0,222.0,87.0,-176.0,7.48e+23,24.0,,,,,,,c
2004-03-15,04:19:38.38,2.128,126.648,35.3,5.48,211.0,54.0,88.0,33.0,36.0,92.0,2.04,17.0,-1.41,-0.56,1.82,-0.31,-1.03,-0.41,c
2004-04-02,15:41:30.56,-0.116,124.852,25.0,5.56,19.0,73.0,68.0,254.0,27.0,142.0,2.69,17.0,-0.59,2.08,1.39,0.37,-1.14,-0.8,c
2004-05-01,02:10:59.30,3.66,126.83,49.6,4.8,97.0,52.0,5.0,4.0,86.0,142.0,2.19e+23,23.0,,,,,,,c
2004-05-30,17:14:40.00,2.0,126.8,33.0,5.2,354.0,43.0,44.0,228.0,62.0,123.0,,,,,,,,,c
2004-06-20,08:51:09.20,0.56,125.94,35.4,5.1,8.0,35.0,78.0,203.0,56.0,99.0,5.83e+23,23.0,,,,,,,c
2004-06-29,23:20:44.10,0.59,126.14,30.4,4.9,227.0,58.0,-2.0,318.0,88.0,-148.0,3.32e+23,23.0,,,,,,,c
2004-07-02,23:07:32.70,1.41,126.21,23.6,4.8,273.0,35.0,-109.0,116.0,57.0,-77.0,1.78e+23,23.0,,,,,,,c
2004-07-30,07:37:49.05,3.569,126.721,27.0,5.27,141.0,18.0,37.0,15.0,79.0,104.0,1.01,17.0,-0.52,0.88,0.29,0.23,0.07,0.23,c
2004-08-12,14:01:38.00,-0.34,125.09,41.0,5.1,248.0,36.0,125.0,28.0,61.0,67.0,,,,,,,,,c
2004-09-26,15:24:05.45,0.946,120.231,22.0,5.13,272.0,16.0,-59.0,61.0,77.0,-98.0,6.33,16.0,-0.04,-2.94,-2.85,-4.76,0.74,2.89,c
2004-10-25,07:15:16.22,0.959,120.145,30.6,5.09,44.0,18.0,61.0,254.0,74.0,99.0,5.46,16.0,-0.85,-0.97,2.92,-4.52,-1.31,-2.06,c
2004-11-11,21:26:58.00,-7.87,125.12,17.0,7.5,67.0,27.0,72.0,267.0,65.0,99.0,2.1200000000000001e+27,27.0,,,,,,,c
2004-11-12,08:52:44.40,-7.96,125.36,16.3,5.1,86.0,33.0,74.0,285.0,58.0,100.0,6.62e+23,23.0,,,,,,,c
2004-11-13,22:34:14.10,-7.97,125.06,13.0,5.2,61.0,28.0,75.0,258.0,63.0,98.0,7.71e+23,23.0,,,,,,,c
2004-11-28,01:22:22.40,-7.96,125.32,17.6,5.3,74.0,43.0,0.0,164.0,90.0,-133.0,1.0999999999999999e+24,24.0,,,,,,,c
2004-12-20,20:24:27.30,-0.33,125.1,30.2,5.1,256.0,39.0,138.0,21.0,65.0,59.0,5.7e+23,23.0,,,,,,,c
2005-01-02,18:23:26.80,2.39,126.66,16.0,5.2,204.0,22.0,-158.0,93.0,82.0,-70.0,7.38e+23,23.0,,,,,,,c
2005-01-06,01:04:22.63,1.281,125.841,35.0,5.47,141.0,86.0,93.0,285.0,4.0,55.0,2.0,17.0,-0.07,-1.54,0.29,1.25,0.08,-0.22,c
2005-01-20,16:47:02.47,3.678,126.718,14.9,5.22,169.0,37.0,53.0,32.0,62.0,114.0,0.84,17.0,-0.79,0.3,0.59,0.28,-0.23,0.2,c
2005-01-23,19:59:43.70,-1.101,120.043,15.0,5.26,76.0,52.0,-151.0,327.0,68.0,-42.0,0.99,17.0,-0.31,-0.36,-0.53,0.15,-0.6,0.84,c
2005-01-23,20:10:12.92,-1.19,120.013,10.0,6.24,321.0,61.0,-59.0,90.0,41.0,-133.0,2.8,18.0,-0.22,-1.1,-1.9,0.51,-1.62,2.13,c
2005-02-17,16:42:47.42,0.928,125.883,31.8,5.24,351.0,32.0,73.0,191.0,59.0,101.0,0.9,17.0,-0.89,-0.4,0.68,-0.12,-0.05,0.21,c
2005-02-17,16:43:09.00,-0.6,125.4,33.0,4.9,351.0,32.0,73.0,191.0,59.0,101.0,,,,,,,,,c
2005-03-04,19:05:15.47,2.637,126.429,25.8,5.83,354.0,54.0,119.0,131.0,45.0,57.0,6.91,17.0,-4.91,2.2,6.01,2.18,2.82,-1.1,c
2005-03-11,17:01:10.32,1.131,126.203,15.0,5.12,358.0,9.0,48.0,220.0,83.0,96.0,5.93,16.0,-1.4,-4.36,1.21,-3.71,-0.86,0.19,c
2005-03-21,22:33:00.60,0.48,126.14,32.7,5.1,342.0,72.0,14.0,248.0,76.0,162.0,5.35e+23,23.0,,,,,,,c
2005-04-07,19:43:12.00,2.932,126.528,35.0,5.91,4.0,62.0,83.0,200.0,29.0,103.0,0.89,18.0,-0.77,0.48,0.68,0,-0.18,0.1,c
2005-04-08,17:05:31.90,2.98,126.71,45.3,5.3,202.0,32.0,107.0,2.0,60.0,80.0,1.24e+24,24.0,,,,,,,c
2005-04-25,17:05:27.83,1.046,126.145,31.3,5.29,254.0,50.0,128.0,23.0,53.0,54.0,1.1,17.0,-0.34,0.37,0.85,-0.24,-0.69,-0.5,c
2005-06-13,07:02:36.30,2.151,126.561,30.0,5.94,204.0,52.0,88.0,27.0,38.0,93.0,1.01,18.0,-0.82,-0.23,0.93,-0.08,-0.44,-0.1,c
2005-07-08,07:30:04.50,2.48,126.72,38.2,4.9,54.0,44.0,134.0,181.0,60.0,56.0,2.69e+23,23.0,,,,,,,c
2005-07-09,10:07:03.77,2.742,126.585,45.0,5.9,167.0,74.0,58.0,53.0,35.0,152.0,0.89,18.0,-0.76,-0.62,0.34,0.01,-0.28,0.42,c
2005-07-09,11:19:56.20,2.9,126.52,25.4,5.4,326.0,58.0,-3.0,58.0,88.0,-148.0,1.77e+24,24.0,,,,,,,c
2005-07-09,12:03:10.10,2.97,126.56,26.1,5.3,51.0,40.0,148.0,167.0,70.0,55.0,9.87e+23,24.0,,,,,,,c
2005-07-09,23:59:14.25,-1.227,119.998,10.0,5.88,320.0,64.0,-53.0,80.0,44.0,-141.0,0.8,18.0,-0.19,-0.31,-0.49,0.16,-0.42,0.69,c
2005-07-10,10:18:19.00,2.64,126.45,31.4,4.9,180.0,45.0,106.0,337.0,47.0,74.0,2.89e+23,23.0,,,,,,,c
2005-07-18,19:37:21.69,-0.164,125.131,35.0,5.83,16.0,81.0,68.0,265.0,24.0,157.0,6.77,17.0,0.17,6.16,2.51,0.31,-1.9,-2.69,c
2005-07-24,09:10:42.20,2.73,126.68,29.4,5.0,201.0,35.0,113.0,353.0,58.0,75.0,4.33e+23,23.0,,,,,,,c
2005-07-28,19:47:29.20,-0.41,125.1,30.7,4.9,147.0,32.0,112.0,42.0,61.0,77.0,2.81e+23,23.0,,,,,,,c
2005-08-16,10:39:23.60,2.82,126.69,31.4,5.2,44.0,44.0,140.0,165.0,63.0,53.0,9.43e+23,24.0,,,,,,,c
2005-08-16,13:08:01.40,2.94,126.43,31.8,5.0,339.0,36.0,90.0,160.0,54.0,90.0,4.49e+23,23.0,,,,,,,c
2005-08-24,20:32:56.60,2.65,126.85,36.2,4.8,16.0,73.0,180.0,106.0,90.0,17.0,1.82e+23,23.0,,,,,,,c
2005-08-26,05:30:43.80,1.74,126.23,37.4,5.1,342.0,58.0,16.0,243.0,76.0,147.0,5.5e+23,23.0,,,,,,,c
2005-08-27,04:43:35.10,-7.98,125.5,25.2,4.7,122.0,40.0,135.0,240.0,63.0,60.0,1.66e+23,23.0,,,,,,,c
2005-09-08,04:10:10.83,0.799,126.184,50.0,5.67,197.0,54.0,91.0,16.0,36.0,89.0,4.0,17.0,-3.72,-1.18,3.48,-0.39,-1.32,0.24,c
2005-09-12,21:51:03.83,-7.714,125.568,15.0,5.14,75.0,47.0,134.0,200.0,58.0,53.0,6.4,16.0,-1.92,-2.21,4.43,0.4,-4.76,-2.51,c
2005-10-07,06:45:18.20,2.19,126.67,30.7,5.3,255.0,38.0,-125.0,117.0,60.0,-66.0,1.01e+24,24.0,,,,,,,c
2005-12-21,07:09:05.01,-0.196,124.732,30.0,6.35,24.0,71.0,65.0,259.0,31.0,140.0,4.1,18.0,-0.63,3.01,2.44,0.45,-1.69,-1.81,c
2006-02-11,04:57:52.80,3.8,126.65,35.0,5.1,123.0,48.0,45.0,359.0,59.0,128.0,5.37e+23,23.0,,,,,,,c
2006-03-31,21:14:45.08,3.822,126.405,40.0,6.12,283.0,68.0,-42.0,32.0,52.0,-152.0,1.83,18.0,-0.57,-0.56,-0.88,0.73,0.97,1.45,c
2006-04-01,21:44:29.00,3.78,126.41,45.0,5.4,171.0,8.0,73.0,9.0,82.0,92.0,,,,,,,,,c
2006-05-19,14:44:24.36,-0.224,124.796,35.0,6.29,22.0,72.0,56.0,267.0,38.0,149.0,3.29,18.0,-0.05,2.52,1.68,-0.07,-1.46,-1.62,c
2006-06-15,04:28:01.63,1.536,126.374,25.0,5.58,179.0,63.0,49.0,62.0,48.0,142.0,2.88,17.0,-1.78,-1.27,1.75,0.89,-1.66,0.03,c
2006-06-16,02:56:16.62,1.205,121.836,24.4,5.52,69.0,63.0,-97.0,264.0,27.0,-76.0,2.38,17.0,0.1,-0.64,-1.9,-1.27,0.43,1.8,c
2006-06-16,05:35:55.00,1.25,121.832,36.6,5.33,240.0,28.0,-98.0,69.0,62.0,-86.0,1.25,17.0,0.32,-0.2,-1.11,-0.68,0.31,0.79,c
2006-06-24,21:15:00.98,-0.372,123.294,30.0,6.3,163.0,59.0,35.0,53.0,61.0,143.0,3.61,18.0,-2.46,-0.84,1.47,2.83,-1.21,0.99,c
2006-06-30,02:49:00.67,-0.448,123.31,36.2,5.05,178.0,52.0,51.0,51.0,52.0,129.0,4.76,16.0,-3.46,-1.09,3.73,2.43,-1.82,-0.27,c
2006-07-18,03:27:50.00,-0.17,124.96,21.0,5.8,246.0,30.0,119.0,34.0,64.0,74.0,,,,,,,,,c
2006-07-23,08:22:04.89,-0.397,123.248,35.7,5.95,168.0,55.0,37.0,55.0,61.0,139.0,1.05,18.0,-0.75,-0.2,0.55,0.68,-0.43,0.2,c
2006-07-23,08:31:24.00,-0.49,123.54,31.0,5.1,168.0,55.0,37.0,55.0,61.0,139.0,,,,,,,,,c
2006-07-23,08:45:22.00,-0.41,123.23,45.0,5.0,21.0,43.0,107.0,179.0,49.0,75.0,,,,,,,,,c
2006-08-06,04:12:34.96,1.697,126.219,35.6,5.07,32.0,36.0,103.0,196.0,55.0,81.0,5.05,16.0,-4,-1.77,4.6,-0.06,-1.92,-0.59,c
2006-08-19,19:47:36.00,1.28,121.79,46.3,4.9,85.0,37.0,90.0,265.0,53.0,90.0,2.39e+23,23.0,,,,,,,c
2006-08-28,19:26:56.46,1.421,122.926,18.9,5.07,92.0,29.0,101.0,260.0,62.0,84.0,5.08,16.0,0.41,-0.68,4.02,-2.7,-0.36,-4.44,c
2006-08-29,02:53:06.00,-0.35,125.12,36.0,5.8,223.0,33.0,56.0,81.0,63.0,110.0,,,,,,,,,c
2006-08-29,10:53:06.43,-0.364,125.178,36.0,5.77,81.0,63.0,110.0,223.0,33.0,56.0,5.59,17.0,-0.13,-0.13,4.01,3.1,-2.52,-3.88,c
2006-08-29,12:18:14.00,-0.31,125.09,35.0,5.1,255.0,26.0,86.0,79.0,64.0,92.0,,,,,,,,,c
2006-08-31,04:08:27.00,-0.27,125.06,36.0,6.1,213.0,26.0,54.0,72.0,69.0,106.0,,,,,,,,,c
2006-09-25,02:43:37.00,-0.18,124.83,35.0,5.7,238.0,34.0,82.0,67.0,56.0,96.0,,,,,,,,,c
2006-10-04,03:53:38.70,4.18,126.527,28.5,5.41,11.0,42.0,87.0,195.0,48.0,93.0,1.65,17.0,-1.67,-0.14,1.51,-0.08,-0.46,0.16,c
2006-10-04,04:24:32.40,4.25,126.74,28.0,4.9,9.0,43.0,83.0,198.0,47.0,96.0,2.7e+23,23.0,,,,,,,c
2006-10-04,08:04:35.20,4.29,126.84,28.5,4.9,217.0,42.0,109.0,12.0,51.0,74.0,3.32e+23,23.0,,,,,,,c
2006-10-23,00:19:21.00,4.95,125.22,10.0,5.7,315.0,27.0,80.0,146.0,63.0,95.0,,,,,,,,,c
2006-10-23,01:40:17.50,4.905,125.28,17.8,5.32,340.0,20.0,91.0,159.0,70.0,90.0,1.22,17.0,-0.69,-0.87,0.8,0.33,0.25,-0.11,c
2006-10-29,10:04:15.00,3.92,126.44,12.0,5.3,170.0,25.0,69.0,12.0,67.0,99.0,,,,,,,,,c
2006-10-30,07:38:40.00,2.34,126.79,35.0,5.5,9.0,36.0,96.0,181.0,54.0,85.0,,,,,,,,,c
2006-10-30,08:27:41.00,2.32,126.78,36.0,5.6,6.0,42.0,101.0,171.0,49.0,80.0,,,,,,,,,c
2006-12-05,03:48:15.00,2.62,126.67,35.0,5.2,67.0,49.0,-60.0,206.0,50.0,-120.0,,,,,,,,,c
2007-01-21,11:27:44.93,1.127,126.285,22.0,7.47,193.0,57.0,78.0,34.0,35.0,108.0,1.97,20.0,-1.54,-0.8,1.75,0.04,-0.72,-0.21,c
2007-01-21,11:28:01.00,1.19,126.21,22.2,7.5,34.0,35.0,108.0,193.0,57.0,78.0,1.97e+27,27.0,,,,,,,c
2007-01-21,17:32:54.72,1.055,126.364,20.0,6.18,203.0,49.0,81.0,38.0,41.0,101.0,2.29,18.0,-1.72,-0.39,2.09,0.04,-1.18,-0.38,c
2007-01-21,21:03:04.09,1.071,126.023,30.9,5.34,158.0,57.0,33.0,48.0,63.0,142.0,1.29,17.0,-1.44,0.12,0.79,0.24,-0.55,0.66,c
2007-01-21,22:21:16.17,0.978,126.279,14.0,5.07,153.0,40.0,-98.0,343.0,50.0,-84.0,5.05,16.0,4.01,-1,-5.32,-0.18,-1.36,1.31,c
2007-01-21,23:45:12.78,1.009,126.304,33.6,5.44,23.0,33.0,88.0,206.0,57.0,92.0,1.85,17.0,-1.51,-0.65,1.47,-0.33,-0.91,0.04,c
2007-01-21,23:45:17.50,1.21,126.33,33.6,5.4,23.0,33.0,88.0,206.0,57.0,92.0,1.85e+24,24.0,,,,,,,c
2007-01-22,00:22:55.46,0.911,126.211,37.8,5.44,159.0,44.0,73.0,2.0,48.0,106.0,1.82,17.0,-1.81,0.17,1.69,0.31,0.34,0.12,c
2007-01-22,01:06:42.95,0.948,126.287,24.2,5.18,39.0,45.0,101.0,203.0,46.0,79.0,7.33,16.0,-5.34,-0.6,7.33,0.85,-3.11,-1.99,c
2007-01-22,16:44:58.00,0.45,126.41,28.3,5.3,216.0,43.0,106.0,14.0,49.0,75.0,1.28e+24,24.0,,,,,,,c
2007-01-22,18:14:47.03,1.138,126.45,28.0,5.2,49.0,42.0,124.0,187.0,56.0,63.0,0.8,17.0,-0.65,-0.26,0.6,0.06,-0.47,0.05,c
2007-01-23,11:44:43.91,1.226,126.121,28.7,5.47,212.0,42.0,112.0,4.0,51.0,71.0,2.0,17.0,-1.79,0.43,1.82,-0.35,-0.65,-0.02,c
2007-01-24,08:40:28.46,1.005,126.001,15.0,5.6,181.0,77.0,88.0,10.0,13.0,99.0,3.12,17.0,-1.46,-2.82,1.21,-0.02,-0.14,0.25,c
2007-01-24,09:34:33.14,1.113,126.169,28.1,5.38,140.0,36.0,72.0,342.0,56.0,102.0,1.48,17.0,-1.05,0.58,1.33,-0.01,0.61,-0.28,c
2007-01-27,01:19:28.26,1.301,126.502,31.8,4.99,200.0,31.0,86.0,24.0,59.0,92.0,3.82,16.0,-3.1,1.65,2.98,0.78,-1.56,0.12,c
2007-01-27,07:00:39.16,1.25,126.592,23.6,5.52,208.0,30.0,102.0,14.0,61.0,83.0,2.4,17.0,-1.77,1.25,2.02,0.17,-0.68,-0.25,c
2007-01-27,07:01:28.90,1.27,126.9,23.6,5.5,208.0,30.0,102.0,14.0,61.0,83.0,2.39e+24,24.0,,,,,,,c
2007-01-27,10:21:48.12,1.233,126.186,20.0,5.65,188.0,56.0,82.0,22.0,35.0,101.0,3.7,17.0,-3.27,-1.42,3.32,0.06,-0.9,-0.05,c
2007-01-28,05:06:58.19,1.175,126.637,21.3,5.56,211.0,29.0,113.0,4.0,63.0,78.0,2.7,17.0,-2.01,1.57,2.06,-0.12,-0.68,-0.05,c
2007-01-28,12:09:07.06,1.064,126.364,20.0,5.85,47.0,55.0,108.0,197.0,39.0,66.0,7.32,17.0,-4.92,0.65,6.58,2.7,-3.28,-1.67,c
2007-01-30,01:48:34.70,1.384,126.143,25.0,5.39,358.0,12.0,70.0,198.0,78.0,94.0,1.52,17.0,-0.6,-1.32,0.59,-0.44,-0.09,0.02,c
2007-01-30,01:48:41.10,1.64,125.95,15.0,5.4,358.0,12.0,70.0,198.0,78.0,94.0,1.52e+24,24.0,,,,,,,c
2007-02-01,10:43:30.94,1.181,126.328,39.5,5.4,20.0,43.0,83.0,210.0,48.0,97.0,1.58,17.0,-1.33,-0.07,1.48,-0.16,-0.7,-0.15,c
2007-02-01,10:43:34.70,1.3,126.34,39.5,5.4,20.0,43.0,83.0,210.0,48.0,97.0,1.58e+24,24.0,,,,,,,c
2007-02-01,12:45:31.90,0.92,126.18,18.0,4.9,339.0,38.0,-63.0,126.0,57.0,-110.0,2.87e+23,23.0,,,,,,,c
2007-02-09,17:58:55.10,0.82,126.14,18.6,4.9,299.0,25.0,-86.0,114.0,65.0,-92.0,2.57e+23,23.0,,,,,,,c
2007-02-14,11:22:37.30,3.28,126.87,37.8,5.0,184.0,25.0,79.0,16.0,65.0,95.0,3.52e+23,23.0,,,,,,,c
2007-02-20,08:04:27.20,-1.039,127.006,25.0,6.72,19.0,75.0,-138.0,276.0,49.0,-20.0,1.49,19.0,-0.35,-1.15,-0.35,0.32,0.8,0.71,c
2007-02-20,14:25:28.02,-1.043,126.975,25.0,5.98,13.0,80.0,-129.0,271.0,40.0,-16.0,1.13,18.0,-0.14,-0.92,-0.28,0.17,0.59,0.43,c
2007-02-24,18:53:41.51,-0.987,126.915,23.6,5.18,261.0,68.0,-17.0,358.0,74.0,-158.0,7.36,16.0,1.15,-2.95,-0.15,3,6.18,-1,c
2007-03-06,00:09:05.55,-1.049,126.914,15.0,4.99,282.0,53.0,-16.0,22.0,77.0,-142.0,3.83,16.0,-1.33,-2.57,-0.74,0.3,2.26,2.07,c
2007-03-13,01:03:00.40,1.185,126.275,33.8,5.33,348.0,35.0,53.0,211.0,63.0,113.0,1.25,17.0,-1.11,-0.49,0.9,-0.48,-0.27,0.22,c
2007-03-13,05:50:13.00,4.32,127.0,44.0,5.4,170.0,46.0,52.0,38.0,56.0,122.0,,,,,,,,,c
2007-03-13,05:57:20.20,4.25,126.9,28.1,5.1,20.0,41.0,101.0,186.0,49.0,81.0,6.19e+23,23.0,,,,,,,c
2007-03-15,06:07:56.48,4.168,126.984,18.9,5.15,22.0,49.0,121.0,159.0,50.0,59.0,6.62,16.0,-5.96,-0.07,5.97,3.1,-0.05,-0.01,c
2007-03-17,17:42:25.68,1.209,126.328,35.0,6.23,12.0,47.0,80.0,206.0,44.0,100.0,2.77,18.0,-2.55,0.21,2.62,-0.24,-0.95,-0.07,c
2007-03-26,16:51:05.95,0.852,125.94,30.4,5.49,75.0,74.0,-173.0,344.0,84.0,-16.0,2.1,17.0,-1.28,-0.77,0.44,-0.28,-1.7,0.84,c
