date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,corepoint
2013-01-01,15:18:35.30,-1.04,126.97,16.2,4.9,31.0,47.0,-159.0,286.0,75.0,-45.0,2.62e+23,23.0,,,,,,,c
2013-04-14,05:11:32.00,1.506,126.337,30.4,5.34,164.0,53.0,39.0,48.0,60.0,136.0,1.27,17.0,-1.45,0.15,0.83,0.08,-0.7,0.61,c
2013-04-18,13:03:13.59,3.6,126.813,25.4,5.06,346.0,40.0,94.0,161.0,51.0,87.0,4.97,16.0,-4.54,-0.85,4.8,0.49,1.39,-0.25,c
2013-06-26,22:59:01.15,-0.158,124.993,34.8,5.54,33.0,64.0,68.0,256.0,34.0,128.0,2.5,17.0,-0.46,1.36,1.76,0.52,-1.31,-1.29,c
2013-06-30,01:04:20.80,-0.64,119.8,28.2,4.9,330.0,38.0,-19.0,75.0,79.0,-126.0,2.78e+23,23.0,,,,,,,c
2013-07-31,00:36:55.13,1.327,126.217,33.7,5.01,24.0,43.0,105.0,184.0,49.0,76.0,4.05,16.0,-3.85,-0.56,3.84,0.56,-1.02,0.02,c
2013-09-09,21:41:33.47,1.446,122.285,21.0,5.6,278.0,68.0,87.0,105.0,22.0,97.0,3.2,17.0,0.08,0.26,2.13,-2.29,0.47,-2.21,c
2013-09-10,01:12:38.35,1.407,122.363,21.2,5.37,105.0,19.0,98.0,276.0,71.0,87.0,1.45,17.0,0.08,0.11,0.83,-1.14,0.18,-0.91,c
2013-11-11,14:00:14.40,2.01,126.42,35.3,5.1,1.0,32.0,69.0,205.0,60.0,102.0,4.97e+23,23.0,,,,,,,c
2013-12-03,15:36:35.02,3.85,126.701,25.0,5.27,206.0,7.0,115.0,1.0,83.0,87.0,1.03,17.0,-0.25,1,0.22,0.02,-0.06,0.04,c
2013-12-17,22:43:05.97,3.545,127.046,16.7,5.12,176.0,30.0,78.0,10.0,60.0,97.0,5.94,16.0,-5.25,2.91,4.94,0.82,-0.33,0.31,c
2013-12-29,14:53:24.40,1.362,126.28,30.0,5.04,225.0,41.0,112.0,17.0,52.0,72.0,4.57,16.0,-3.34,1.2,3.94,-0.29,-2.48,-0.6,c
2013-12-29,15:37:36.49,1.333,126.219,28.6,5.75,16.0,49.0,67.0,229.0,46.0,114.0,5.33,17.0,-3.68,1.01,4.85,-1.11,-2.63,-1.17,c
2014-01-16,04:48:53.19,1.376,126.427,28.8,5.0,193.0,43.0,90.0,12.0,47.0,90.0,3.99,16.0,-4.05,0.21,3.69,0.04,-1.03,0.36,c
2014-02-23,15:06:52.21,-1.097,120.248,24.8,5.4,114.0,28.0,-79.0,282.0,63.0,-96.0,1.56,17.0,0.03,-0.14,-1.22,0.9,-0.41,1.18,c
2014-02-24,21:56:05.60,0.65,126.11,33.7,5.4,5.0,39.0,75.0,204.0,53.0,102.0,1.8e+24,24.0,,,,,,,c
2014-03-02,08:50:04.70,0.35,126.14,24.4,5.1,20.0,37.0,24.0,270.0,76.0,124.0,4.83e+23,23.0,,,,,,,c
2014-03-08,18:56:59.40,0.21,126.43,27.8,5.0,242.0,36.0,128.0,18.0,62.0,66.0,4.33e+23,23.0,,,,,,,c
2014-03-26,11:11:16.40,1.7,126.26,25.8,4.9,21.0,33.0,73.0,221.0,59.0,101.0,2.5e+23,23.0,,,,,,,c
2014-05-02,00:12:26.50,1.58,126.42,25.9,4.8,350.0,56.0,20.0,248.0,74.0,144.0,2.33e+23,23.0,,,,,,,c
2014-05-29,01:16:51.20,-0.3,125.18,32.0,5.2,264.0,37.0,141.0,27.0,68.0,59.0,7.51e+23,23.0,,,,,,,c
2014-09-10,02:46:06.94,-0.202,125.053,29.2,6.27,32.0,65.0,72.0,251.0,30.0,124.0,3.23,18.0,-0.84,1.98,2.41,0.63,-1.28,-1.57,c
2014-09-10,05:16:53.20,-0.21,125.097,30.0,5.89,28.0,66.0,66.0,255.0,33.0,132.0,0.86,18.0,-0.19,0.57,0.62,0.08,-0.34,-0.43,c
2014-09-10,07:30:53.00,-0.31,125.08,33.8,5.1,252.0,45.0,121.0,32.0,53.0,62.0,5.94e+23,23.0,,,,,,,c
2014-09-10,09:33:02.00,-0.42,125.16,31.3,5.3,250.0,33.0,122.0,34.0,62.0,71.0,1.28e+24,24.0,,,,,,,c
2014-10-04,21:18:06.90,1.497,126.426,31.0,4.98,58.0,55.0,142.0,171.0,60.0,41.0,3.68,16.0,-2.82,-0.94,2.12,1.45,-2.02,0.7,c
2014-10-24,02:23:46.18,1.446,126.44,36.5,5.09,21.0,41.0,86.0,207.0,49.0,94.0,5.35,16.0,-4.47,-0.55,5.23,-0.53,-2.02,-0.76,c
2014-11-15,02:31:41.16,1.852,126.406,38.1,7.05,197.0,58.0,77.0,42.0,35.0,110.0,4.75,19.0,-3.29,-2.05,4.12,-0.06,-2.03,-0.83,c
2014-11-15,09:47:58.14,1.799,126.533,33.9,5.46,236.0,57.0,104.0,31.0,35.0,69.0,1.93,17.0,-0.93,-0.19,1.75,-0.83,-0.84,-0.82,c
2014-11-15,11:12:03.72,1.749,126.423,34.2,5.48,150.0,59.0,61.0,18.0,42.0,129.0,2.07,17.0,-2.08,-0.5,1.53,0.71,0.33,0.55,c
2014-11-18,04:47:17.51,1.868,126.391,30.8,5.77,72.0,61.0,102.0,228.0,31.0,70.0,5.67,17.0,-1.49,0.28,4.93,3.1,-1.87,-3.44,c
2014-11-18,08:30:30.20,2.1,126.62,30.8,5.1,188.0,43.0,84.0,16.0,47.0,95.0,4.93e+23,23.0,,,,,,,c
2014-11-18,12:43:25.60,1.71,126.29,33.0,5.0,300.0,43.0,160.0,45.0,76.0,48.0,3.37e+23,23.0,,,,,,,c
2014-11-21,10:10:18.85,2.3,127.024,30.1,6.54,321.0,54.0,67.0,177.0,42.0,118.0,0.81,19.0,-0.67,0.05,0.71,-0.29,0.29,-0.04,c
2014-11-26,14:33:43.91,1.966,126.458,35.2,6.77,205.0,57.0,82.0,40.0,33.0,103.0,1.81,19.0,-1.18,-0.74,1.58,-0.2,-0.83,-0.39,c
2014-11-26,22:05:44.90,2.2,126.6,32.3,5.0,30.0,37.0,105.0,192.0,54.0,79.0,4.54e+23,23.0,,,,,,,c
2014-11-28,19:29:33.90,2.02,126.55,32.3,5.0,267.0,35.0,154.0,18.0,75.0,57.0,3.4e+23,23.0,,,,,,,c
2014-11-29,19:40:09.84,2.431,126.991,27.4,5.77,180.0,54.0,95.0,352.0,36.0,83.0,5.62,17.0,-5.68,-1.79,4.94,-0.21,0.4,0.73,c
2014-12-01,16:37:02.10,1.87,126.19,33.9,4.8,216.0,49.0,46.0,93.0,57.0,129.0,2.35e+23,23.0,,,,,,,c
2014-12-05,15:39:06.90,2.14,126.47,35.1,5.3,32.0,34.0,93.0,208.0,56.0,88.0,1.02e+24,24.0,,,,,,,c
2014-12-08,07:35:56.60,2.04,126.2,31.0,5.3,45.0,39.0,82.0,235.0,51.0,97.0,1.23e+24,24.0,,,,,,,c
2014-12-09,03:09:22.81,1.535,126.269,35.0,5.73,181.0,58.0,57.0,52.0,45.0,131.0,5.04,17.0,-4.14,-1.61,3.6,0.77,-2.82,0.55,c
2014-12-21,11:34:12.67,2.116,126.522,33.4,6.39,204.0,56.0,91.0,21.0,34.0,88.0,4.82,18.0,-3.9,-1.61,4.33,-0.77,-1.73,-0.43,c
2014-12-21,13:40:40.74,2.116,126.549,34.5,5.49,195.0,57.0,96.0,4.0,33.0,81.0,2.14,17.0,-1.95,-0.81,1.9,-0.33,-0.34,0.05,c
2014-12-21,14:18:45.70,2.48,126.42,31.6,5.4,40.0,26.0,107.0,201.0,65.0,82.0,1.42e+24,24.0,,,,,,,c
2015-01-25,09:20:56.05,1.14,126.349,30.0,5.27,128.0,39.0,-174.0,33.0,86.0,-51.0,1.0,17.0,0.59,-0.54,-0.09,-0.6,-0.28,-0.5,c
2015-01-29,02:48:53.04,1.659,126.385,32.4,5.06,19.0,43.0,61.0,236.0,53.0,114.0,4.92,16.0,-2.88,0.31,4.33,-1.79,-2.52,-1.45,c
2015-02-04,17:41:44.90,-0.31,125.1,37.5,5.3,237.0,35.0,116.0,26.0,59.0,73.0,1.25e+24,24.0,,,,,,,c
2015-02-12,15:01:14.40,1.72,126.42,34.6,4.8,34.0,42.0,91.0,213.0,48.0,89.0,2.26e+23,23.0,,,,,,,c
2015-02-17,02:14:58.31,0.532,126.082,33.1,5.52,16.0,42.0,74.0,217.0,50.0,104.0,2.37,17.0,-1.74,-0.03,2.56,-0.69,-0.58,-0.81,c
2015-02-25,03:02:41.28,1.722,126.335,46.1,5.27,9.0,56.0,38.0,255.0,59.0,140.0,1.02,17.0,-0.36,0.38,0.56,-0.47,-0.66,-0.21,c
2015-03-19,10:06:03.30,2.0,126.5,44.7,5.2,214.0,34.0,85.0,40.0,56.0,93.0,9.14e+23,24.0,,,,,,,c
2015-03-24,14:50:31.90,2.2,126.61,35.8,5.3,13.0,35.0,78.0,207.0,56.0,98.0,1.04e+24,24.0,,,,,,,c
2015-03-29,07:50:54.47,1.679,126.487,42.0,5.69,201.0,41.0,94.0,15.0,49.0,86.0,4.29,17.0,-3.85,0.66,4.22,-0.01,-1.27,-0.38,c
2015-04-09,08:13:56.80,0.23,126.36,33.6,4.9,2.0,68.0,19.0,265.0,73.0,156.0,3.16e+23,23.0,,,,,,,c
2015-04-11,05:00:42.83,2.091,126.646,50.0,5.61,29.0,36.0,94.0,204.0,54.0,87.0,3.32,17.0,-2.66,-0.94,2.85,-0.37,-1.64,-0.19,c
2015-04-24,05:28:08.20,-0.14,124.28,49.1,5.3,248.0,43.0,136.0,13.0,62.0,56.0,1.29e+24,24.0,,,,,,,c
2015-05-11,04:01:29.10,1.9,126.41,33.3,4.9,48.0,44.0,92.0,226.0,46.0,88.0,3.22e+23,23.0,,,,,,,c
2015-06-13,23:45:43.50,-0.28,124.46,41.5,4.9,228.0,35.0,109.0,25.0,57.0,77.0,2.7e+23,23.0,,,,,,,c
2015-07-13,19:22:47.50,0.55,126.37,28.7,4.9,14.0,34.0,94.0,189.0,56.0,87.0,3.19e+23,23.0,,,,,,,c
2015-08-11,16:46:15.20,1.91,126.37,31.3,4.9,73.0,80.0,178.0,164.0,88.0,10.0,3.06e+23,23.0,,,,,,,c
2015-09-16,07:40:59.52,1.859,126.508,49.8,6.32,37.0,40.0,102.0,202.0,51.0,80.0,3.84,18.0,-2.9,-0.9,3.6,0.03,-1.75,-0.7,c
2015-09-25,08:47:51.60,1.52,122.89,27.8,4.9,101.0,21.0,96.0,275.0,70.0,88.0,2.46e+23,23.0,,,,,,,c
2015-11-07,22:52:58.10,1.79,126.59,45.9,5.1,181.0,49.0,54.0,50.0,53.0,124.0,6.01e+23,23.0,,,,,,,c
2015-11-17,12:51:06.78,1.51,126.491,34.8,5.02,184.0,47.0,55.0,50.0,54.0,122.0,4.21,16.0,-3.18,-0.25,3.36,1.52,-2.16,-0.18,c
2015-11-25,18:57:42.78,1.436,126.301,46.0,5.7,219.0,45.0,119.0,1.0,52.0,64.0,4.42,17.0,-4.19,0.83,3.55,-0.74,-1.91,0.64,c
2015-11-28,22:32:48.12,3.861,126.867,13.6,5.05,194.0,30.0,92.0,11.0,60.0,89.0,4.74,16.0,-3.87,2.37,4.12,0.41,-0.85,-0.26,c
2016-01-11,16:38:07.71,3.822,126.831,25.2,6.49,15.0,64.0,102.0,171.0,29.0,68.0,6.88,18.0,-5.96,3.78,5.06,1.49,-0.51,0.9,c
2016-01-29,17:32:36.42,0.871,126.103,40.8,4.99,35.0,49.0,121.0,172.0,50.0,59.0,3.81,16.0,-4.32,-0.1,2.76,0.43,-1.5,1.57,c
2016-02-04,16:13:05.92,1.53,126.423,21.4,5.08,34.0,27.0,-71.0,192.0,65.0,-99.0,5.19,16.0,4,3.21,-3.22,0.66,2.1,-0.78,c
2016-03-12,04:25:59.61,-7.947,125.741,18.2,5.21,122.0,51.0,-172.0,27.0,84.0,-39.0,8.35,16.0,5.22,-3.79,-0.41,-4.41,-3.7,-4.81,c
2016-03-13,15:20:18.27,1.131,126.291,19.9,5.11,204.0,40.0,78.0,40.0,51.0,100.0,5.81,16.0,-4.08,0.5,5.54,1.22,-2.71,-1.46,c
2016-03-16,13:09:53.23,4.732,125.153,13.4,5.56,102.0,89.0,-163.0,12.0,73.0,-2.0,2.8,17.0,1.02,0.01,0.16,-0.83,-2.44,-1.18,c
2016-03-25,06:25:58.10,-0.89,126.85,21.5,4.8,299.0,65.0,13.0,204.0,78.0,154.0,2.1e+23,23.0,,,,,,,c
2016-04-05,08:29:36.38,4.182,126.394,31.7,5.92,176.0,26.0,86.0,360.0,64.0,92.0,0.96,18.0,-0.85,0.6,0.65,0,0.04,0.21,c
2016-04-06,22:19:21.11,4.208,126.691,24.8,4.97,193.0,30.0,84.0,19.0,61.0,93.0,3.62,16.0,-2.93,1.74,3,0.7,-0.9,-0.07,c
2016-04-15,11:05:31.60,4.23,126.57,30.4,4.9,81.0,49.0,155.0,188.0,72.0,44.0,3.17e+23,23.0,,,,,,,c
2016-06-04,10:44:11.04,0.366,126.28,28.1,5.5,226.0,51.0,100.0,30.0,40.0,78.0,2.22,17.0,-1.32,-0.18,2.02,-0.46,-1.25,-0.71,c
2016-06-07,00:29:38.00,0.57,126.54,33.1,4.8,47.0,49.0,123.0,183.0,50.0,58.0,2.14e+23,23.0,,,,,,,c
2016-06-07,19:15:15.97,1.312,126.318,41.5,6.36,217.0,50.0,109.0,9.0,44.0,69.0,4.38,18.0,-3.69,-0.02,4.02,-1.08,-1.75,-0.33,c
2016-06-19,05:00:11.88,0.994,126.15,34.2,5.2,222.0,39.0,178.0,313.0,89.0,51.0,7.84,16.0,-5.17,5.08,0.48,-3.5,1.33,4.69,c
2016-06-30,10:46:17.10,1.19,121.77,44.4,4.9,98.0,36.0,91.0,278.0,54.0,90.0,2.8e+23,23.0,,,,,,,c
2016-07-12,16:25:12.50,1.6,126.57,38.0,4.9,34.0,40.0,98.0,205.0,50.0,84.0,2.81e+23,23.0,,,,,,,c
2016-09-07,14:32:40.04,-0.952,120.418,18.1,5.27,159.0,38.0,-22.0,267.0,76.0,-126.0,1.01,17.0,-0.21,-0.05,-0.37,0.69,-0.6,0.59,c
2016-11-29,03:53:55.00,0.04,125.38,32.2,5.0,27.0,41.0,129.0,160.0,59.0,61.0,4.7e+23,23.0,,,,,,,c
2016-12-23,19:15:39.40,-0.35,124.55,42.1,4.9,234.0,35.0,117.0,23.0,59.0,72.0,2.82e+23,23.0,,,,,,,c
2016-12-30,07:10:05.71,1.703,126.392,47.5,5.05,98.0,20.0,31.0,339.0,80.0,107.0,4.79,16.0,-0.26,4.21,1.75,-1.09,1.26,-1.48,c
2017-01-13,16:39:25.44,-0.081,124.969,46.8,5.66,33.0,63.0,71.0,250.0,32.0,123.0,3.83,17.0,-1.06,2.2,3.02,0.62,-1.57,-1.95,c
2017-01-14,11:41:18.50,1.214,126.369,26.8,5.47,147.0,76.0,58.0,36.0,34.0,155.0,2.04,17.0,-1.53,-1.16,0.8,1.03,-0.04,0.73,c
2017-02-15,14:07:30.10,4.12,126.84,26.2,4.9,326.0,51.0,55.0,195.0,51.0,125.0,2.79e+23,23.0,,,,,,,c
2017-04-20,16:54:01.50,-1.14,120.08,21.0,4.8,63.0,67.0,-159.0,324.0,71.0,-24.0,1.73e+23,23.0,,,,,,,c
2017-04-24,06:13:50.90,-0.3,125.24,39.0,5.4,250.0,33.0,123.0,32.0,63.0,70.0,1.36e+24,24.0,,,,,,,c
2017-05-19,11:44:03.47,-1.126,126.921,30.8,5.06,300.0,25.0,65.0,147.0,67.0,101.0,4.95,16.0,-1.6,-3.05,3.43,1.59,1.96,-1.83,c
2017-05-24,09:10:17.00,-2.76,122.15,16.0,5.7,119.0,41.0,-8.0,215.0,85.0,-131.0,4.34e+24,24.0,,,,,,,c
2017-05-29,14:35:23.24,-1.297,120.427,16.8,6.58,277.0,57.0,-98.0,111.0,34.0,-78.0,0.94,19.0,-0.11,-0.01,-0.77,0.38,-0.26,0.89,c
2017-06-02,05:59:17.00,-1.25,120.48,18.1,4.9,139.0,59.0,-29.0,245.0,66.0,-146.0,2.6e+23,23.0,,,,,,,c
2017-08-31,22:57:39.40,-0.33,125.2,35.1,5.4,247.0,32.0,116.0,37.0,61.0,75.0,1.86e+24,24.0,,,,,,,c
2017-11-02,17:02:15.40,-1.29,120.23,14.8,4.9,268.0,30.0,-143.0,145.0,72.0,-65.0,3.1e+23,23.0,,,,,,,c
2017-11-25,09:14:50.92,-1.328,119.94,20.0,5.02,64.0,74.0,-179.0,334.0,89.0,-16.0,4.32,16.0,-2.82,-0.91,-0.83,0.72,-2.62,3.65,c
2017-11-25,11:11:24.59,-1.314,120.013,19.1,5.07,67.0,84.0,178.0,157.0,88.0,6.0,5.0,16.0,-2.98,-0.41,-1.18,0.61,-3.44,4.16,c
2017-12-05,12:14:28.00,2.47,126.78,41.8,5.3,46.0,32.0,109.0,203.0,60.0,78.0,1.23e+24,24.0,,,,,,,c
2017-12-25,12:47:40.02,3.983,126.573,44.7,5.18,173.0,24.0,79.0,5.0,66.0,95.0,7.33,16.0,-6.09,4.87,4.81,0.55,-0.02,1.28,c
2017-12-28,17:20:21.29,4.024,126.803,38.9,5.75,128.0,73.0,-21.0,225.0,70.0,-162.0,5.37,17.0,-4.38,2.52,-0.63,-0.37,0.57,5.01,c
2018-01-06,18:35:10.40,4.29,126.75,29.3,4.9,13.0,48.0,62.0,231.0,49.0,118.0,2.77e+23,23.0,,,,,,,c
2018-01-26,10:43:46.68,-1.149,126.876,27.2,5.64,298.0,10.0,25.0,183.0,86.0,99.0,3.67,17.0,-0.74,-3.57,0.44,-0.2,0.54,0.31,c
2018-02-14,21:28:55.10,-1.34,120.48,26.8,4.8,275.0,38.0,-97.0,104.0,53.0,-85.0,2.04e+23,23.0,,,,,,,c
2018-03-04,03:10:39.00,-0.5,123.21,49.3,5.2,144.0,67.0,22.0,46.0,70.0,156.0,8.14e+23,24.0,,,,,,,c
2018-03-22,02:46:32.20,0.4,126.1,30.6,5.0,14.0,50.0,47.0,249.0,56.0,129.0,3.95e+23,23.0,,,,,,,c
2018-03-28,17:13:09.10,1.75,126.19,30.2,4.8,31.0,33.0,98.0,201.0,57.0,85.0,2.08e+23,23.0,,,,,,,c
2018-04-15,19:30:42.95,1.391,126.812,40.0,6.02,153.0,79.0,-2.0,243.0,88.0,-169.0,1.37,18.0,-1.18,0.22,0.22,0.2,-0.8,0.96,c
2018-05-01,19:33:29.40,2.34,126.72,42.1,5.0,32.0,35.0,92.0,209.0,55.0,89.0,4.63e+23,23.0,,,,,,,c
2018-05-01,21:09:22.90,1.91,126.59,36.3,5.3,39.0,44.0,102.0,202.0,47.0,78.0,1.14e+24,24.0,,,,,,,c
2018-05-18,20:26:00.20,1.026,120.005,25.7,5.19,64.0,17.0,84.0,250.0,73.0,92.0,7.59,16.0,-0.27,-2.13,3.95,-5.96,-1.75,-3.68,c
2018-05-18,20:31:38.15,1.033,120.034,24.5,5.1,63.0,36.0,79.0,256.0,55.0,98.0,5.65,16.0,-2.1,0.25,6.16,-1.99,-0.97,-4.06,c
2018-06-03,06:26:32.70,4.59,126.82,37.6,5.1,254.0,63.0,161.0,353.0,73.0,28.0,5.11e+23,23.0,,,,,,,c
2018-06-27,06:44:28.60,0.69,125.99,34.2,5.4,40.0,78.0,180.0,130.0,90.0,12.0,1.51e+24,24.0,,,,,,,c
2018-08-22,19:58:46.90,3.69,126.66,19.3,5.2,175.0,23.0,88.0,358.0,67.0,91.0,6.71e+23,23.0,,,,,,,c
2018-09-23,03:09:41.20,0.48,126.34,22.2,5.2,15.0,42.0,80.0,208.0,49.0,99.0,8.96e+23,24.0,,,,,,,c
2018-09-28,21:24:01.20,-1.44,120.22,12.0,5.0,127.0,59.0,4.0,35.0,87.0,149.0,4.35e+23,23.0,,,,,,,c
2018-09-29,02:32:51.70,-1.51,120.19,22.3,4.9,52.0,76.0,-176.0,321.0,86.0,-14.0,2.48e+23,23.0,,,,,,,c
2018-09-29,07:40:10.90,-1.51,120.15,14.7,5.0,101.0,38.0,-69.0,254.0,54.0,-106.0,3.45e+23,23.0,,,,,,,c
2018-09-29,10:30:17.90,-1.43,120.19,12.0,5.1,116.0,37.0,-56.0,256.0,60.0,-112.0,5.78e+23,23.0,,,,,,,c
2018-09-30,14:38:43.30,-1.25,120.24,26.1,5.1,111.0,35.0,-86.0,286.0,55.0,-93.0,6.58e+23,23.0,,,,,,,c
2018-10-01,10:33:04.00,3.37,126.92,38.2,5.1,183.0,32.0,70.0,26.0,60.0,102.0,5.73e+23,23.0,,,,,,,c
2018-10-01,17:39:03.90,-0.52,119.89,12.0,5.8,258.0,76.0,167.0,351.0,78.0,14.0,1.99e+23,23.0,,,,,,,c
2018-10-02,04:59:26.10,-1.44,119.95,15.0,5.4,115.0,13.0,6.0,19.0,89.0,103.0,1.54e+24,24.0,,,,,,,c
2018-10-02,05:15:35.30,0.2,126.01,29.6,4.9,346.0,41.0,42.0,221.0,64.0,123.0,3.32e+23,23.0,,,,,,,c
2018-10-08,21:15:55.20,-0.87,120.04,27.0,4.9,145.0,33.0,-48.0,278.0,66.0,-114.0,2.38e+23,23.0,,,,,,,c
2018-10-22,16:07:48.80,-1.65,120.23,22.1,5.1,47.0,72.0,-165.0,312.0,76.0,-18.0,6.05e+23,23.0,,,,,,,c
2018-10-28,07:53:18.30,4.26,126.55,28.3,4.9,171.0,41.0,87.0,354.0,49.0,92.0,2.63e+23,23.0,,,,,,,c
2018-10-28,08:09:57.07,4.144,126.558,28.6,5.35,198.0,33.0,116.0,348.0,61.0,74.0,1.35,17.0,-1.28,0.63,1.04,-0.25,-0.06,0.24,c
2018-11-02,21:06:31.20,-1.24,120.46,14.4,4.8,120.0,37.0,-80.0,287.0,54.0,-98.0,1.91e+23,23.0,,,,,,,c
2018-11-02,21:33:36.30,-1.25,120.41,13.1,5.0,124.0,44.0,-60.0,264.0,53.0,-116.0,3.81e+23,23.0,,,,,,,c
2018-11-20,02:29:02.70,2.93,126.84,28.1,5.3,45.0,37.0,117.0,193.0,58.0,71.0,1.17e+24,24.0,,,,,,,c
2018-11-21,04:31:25.63,0.461,125.974,30.0,5.47,44.0,18.0,134.0,178.0,77.0,77.0,2.01,17.0,-1.08,-1.76,0.69,0.04,-0.41,0.4,c
2018-12-04,06:52:57.53,2.383,126.825,35.0,5.55,5.0,30.0,83.0,194.0,61.0,94.0,2.68,17.0,-2.38,-1.33,2.12,-0.39,-0.48,0.26,c
2018-12-25,07:18:23.55,1.113,126.442,38.6,5.39,26.0,26.0,92.0,203.0,64.0,89.0,1.54,17.0,-1.12,-0.87,1.02,-0.37,-0.69,0.11,c
2018-12-30,18:34:55.56,1.634,126.263,30.0,5.12,10.0,49.0,57.0,235.0,51.0,122.0,6.02,16.0,-3.99,0.98,4.93,-1.94,-3.32,-0.94,c
2019-01-06,17:27:24.20,2.48,126.63,34.9,6.6,18.0,34.0,79.0,210.0,56.0,97.0,1.09e+26,26.0,,,,,,,c
2019-01-07,14:11:55.70,2.54,126.9,35.6,5.2,219.0,43.0,103.0,22.0,49.0,78.0,9.26e+23,24.0,,,,,,,c
2019-01-07,14:40:04.40,2.46,126.74,42.9,4.9,73.0,53.0,141.0,189.0,60.0,44.0,3.07e+23,23.0,,,,,,,c
2019-01-21,16:47:50.70,4.49,126.85,20.1,5.1,191.0,41.0,-30.0,305.0,71.0,-127.0,5.31e+23,23.0,,,,,,,c
2019-02-07,04:15:33.30,1.53,126.39,40.5,5.7,11.0,45.0,75.0,211.0,47.0,104.0,4.77e+24,24.0,,,,,,,c
2019-02-10,02:05:02.70,0.34,126.2,27.0,5.1,16.0,46.0,68.0,227.0,48.0,111.0,5.29e+23,23.0,,,,,,,c
2019-02-20,00:10:43.10,0.81,126.16,31.7,5.6,349.0,50.0,34.0,235.0,64.0,135.0,3.31e+24,24.0,,,,,,,c
2019-03-03,10:45:07.00,-1.48,120.29,19.7,4.9,109.0,41.0,-54.0,245.0,58.0,-117.0,3.03e+23,23.0,,,,,,,c
2019-03-06,23:56:56.30,2.26,126.67,34.6,5.0,202.0,43.0,105.0,2.0,49.0,77.0,3.44e+23,23.0,,,,,,,c
2019-03-16,07:06:20.10,1.25,126.54,25.5,5.1,337.0,62.0,-8.0,71.0,83.0,-152.0,5.03e+23,23.0,,,,,,,c
2019-03-16,07:30:42.30,-0.98,126.7,28.8,5.4,326.0,17.0,70.0,167.0,74.0,96.0,1.6999999999999998e+24,24.0,,,,,,,c
2019-03-24,04:37:39.20,1.77,126.36,41.9,6.1,19.0,40.0,96.0,192.0,51.0,85.0,2.11e+25,25.0,,,,,,,c
2019-05-03,22:22:38.60,4.14,126.72,29.7,5.2,182.0,28.0,92.0,359.0,62.0,88.0,6.84e+23,23.0,,,,,,,c
2019-05-21,18:42:47.20,1.16,122.16,46.4,5.1,93.0,39.0,92.0,270.0,51.0,88.0,5.3e+23,23.0,,,,,,,c
2019-07-07,15:08:47.30,0.55,126.1,30.5,6.9,342.0,51.0,35.0,228.0,64.0,135.0,2.91e+26,26.0,,,,,,,c
2019-07-08,02:24:39.60,0.68,126.24,26.5,5.0,358.0,39.0,94.0,173.0,51.0,87.0,4.36e+23,23.0,,,,,,,c
2019-07-08,04:16:20.20,0.81,126.36,28.4,5.0,171.0,43.0,103.0,333.0,48.0,78.0,3.47e+23,23.0,,,,,,,c
2019-07-08,06:20:17.50,0.52,126.23,26.9,5.7,344.0,79.0,11.0,252.0,80.0,169.0,4.55e+24,24.0,,,,,,,c
2019-07-08,18:52:38.10,0.35,126.38,19.6,5.9,186.0,31.0,74.0,25.0,61.0,100.0,8.32e+24,25.0,,,,,,,c
2019-07-08,23:58:22.70,0.82,126.21,30.8,5.0,347.0,41.0,73.0,189.0,51.0,104.0,3.77e+23,23.0,,,,,,,c
2019-07-11,21:24:28.00,0.38,126.49,27.7,5.0,219.0,38.0,137.0,346.0,65.0,60.0,3.91e+23,23.0,,,,,,,c
2019-07-11,21:46:43.10,0.15,126.37,21.1,5.3,209.0,29.0,53.0,69.0,67.0,108.0,1.32e+24,24.0,,,,,,,c
2019-07-18,17:17:54.00,0.16,126.32,21.9,5.3,195.0,44.0,54.0,60.0,56.0,119.0,1.3e+24,24.0,,,,,,,c
2019-08-06,03:51:20.70,2.32,126.17,48.3,5.2,8.0,38.0,129.0,143.0,61.0,64.0,7.15e+23,23.0,,,,,,,c
2019-09-04,13:37:49.20,2.41,126.64,45.1,5.0,24.0,31.0,95.0,198.0,59.0,87.0,4.71e+23,23.0,,,,,,,c
2019-09-04,20:07:15.20,0.37,126.21,26.4,4.8,60.0,34.0,95.0,234.0,56.0,86.0,1.77e+23,23.0,,,,,,,c
2019-09-10,23:32:26.50,4.08,126.79,29.3,5.7,183.0,33.0,104.0,347.0,58.0,81.0,4.14e+24,24.0,,,,,,,c
2019-10-13,19:35:15.80,-0.11,124.65,25.0,5.3,195.0,13.0,14.0,91.0,87.0,102.0,9.95e+23,24.0,,,,,,,c
2019-10-18,13:18:43.30,4.85,125.12,32.3,5.0,192.0,39.0,78.0,27.0,52.0,99.0,3.45e+23,23.0,,,,,,,c
2019-10-30,17:29:04.60,1.46,126.36,31.5,5.4,213.0,43.0,102.0,16.0,48.0,79.0,1.84e+24,24.0,,,,,,,c
2019-11-12,02:48:32.10,1.58,123.46,29.0,5.0,85.0,34.0,61.0,299.0,61.0,108.0,3.63e+23,23.0,,,,,,,c
2019-11-14,16:17:47.50,1.66,126.32,29.6,7.1,15.0,39.0,67.0,223.0,54.0,107.0,5.4299999999999996e+26,26.0,,,,,,,c
