"// "
"// Example data file for Orient 3 (Vollmer, 2015)"
// Latitude and longitude formated as spherical projection data
"// "
"// Earthquake epicenters 1980-1990, M greater than 4.5 "
"// "
"// From 5-Minute Gridded Global Relief Data Collection (ETOPO5) "
"// Released on ""GLOBAL RELIEF CD-ROM"" (Original Version 1993, updated June 2005 for "
// online users)(2005).
"// "
// File: WORLDEQ.5
"// "
"// World Data Service for Geophysics, Boulder NGDC Data Announcement 93-MGG-01"
"// "
// http://www.ngdc.noaa.gov/mgg/fliers/93mgg01.html
"// "
// -------------------------------------------------------------------------------------
Longitude Sphere,Latitude Sphere,Type
-178.4,-27.1,EQ
-167.2,53.8,EQ
-167.1,53.7,EQ
-167.0,53.7,EQ
-66.5,-23.1,EQ
141.1,32.4,EQ
-95.9,16.2,EQ
-179.5,-21.9,EQ
123.3,24.5,EQ
-71.5,19.7,EQ
129.5,-2.8,EQ
126.0,4.0,EQ
122.3,9.4,EQ
158.5,-58.9,EQ
159.0,-59.5,EQ
159.1,-59.6,EQ
131.6,30.9,EQ
159.1,-59.4,EQ
159.3,-59.6,EQ
30.6,35.9,EQ
167.7,-16.4,EQ
156.4,49.3,EQ
-46.7,15.6,EQ
152.2,-5.4,EQ
13.9,43.2,EQ
161.6,-10.6,EQ
118.7,22.5,EQ
156.3,49.3,EQ
156.2,49.1,EQ
156.2,49.2,EQ
93.4,26.7,EQ
179.9,-23.8,EQ
138.8,-4.1,EQ
122.4,9.3,EQ
-99.7,2.3,EQ
54.8,39.4,EQ
-178.0,-31.1,EQ
-177.8,-31.2,EQ
-176.7,-31.1,EQ
-177.8,-31.2,EQ
-82.6,6.5,EQ
-82.5,6.5,EQ
161.4,-10.7,EQ
-82.4,6.6,EQ
156.4,49.6,EQ
120.5,17.4,EQ
-177.8,-31.4,EQ
128.6,25.4,EQ
123.3,-7.1,EQ
-176.0,51.9,EQ
126.7,3.1,EQ
126.7,3.1,EQ
147.8,43.9,EQ
-68.4,-22.3,EQ
-177.7,-31.4,EQ
-70.8,-31.4,EQ
126.8,3.1,EQ
-90.0,14.3,EQ
144.7,39.4,EQ
-70.0,-34.3,EQ
139.7,30.5,EQ
-177.3,-23.6,EQ
153.2,-4.7,EQ
-26.2,-56.7,EQ
126.6,9.1,EQ
-176.4,-26.7,EQ
145.7,-4.1,EQ
-71.4,-30.6,EQ
126.6,9.1,EQ
-175.2,-18.4,EQ
-69.1,-24.3,EQ
120.9,13.3,EQ
89.7,47.0,EQ
-75.7,-15.0,EQ
-79.1,-9.2,EQ
156.3,49.6,EQ
130.1,-6.3,EQ
-79.1,-9.2,EQ
84.4,-0.8,EQ
-78.0,-1.0,EQ
125.7,2.4,EQ
123.1,-0.1,EQ
-78.1,-1.1,EQ
134.3,76.4,EQ
149.5,46.0,EQ
139.3,-50.7,EQ
139.5,-50.5,EQ
126.1,0.5,EQ
-178.6,-17.9,EQ
141.3,36.6,EQ
-179.5,-21.8,EQ
-116.4,37.2,EQ
-25.2,-58.8,EQ
-176.0,51.4,EQ
-63.7,-22.9,EQ
128.3,3.1,EQ
90.4,29.9,EQ
-70.8,-21.5,EQ
164.5,55.5,EQ
-167.1,52.9,EQ
154.8,48.2,EQ
134.1,-4.5,EQ
-81.1,-6.5,EQ
-103.8,18.2,EQ
169.8,-21.5,EQ
-176.9,51.3,EQ
168.3,-18.4,EQ
-179.0,-21.5,EQ
168.1,-18.4,EQ
168.1,-18.4,EQ
168.2,-18.5,EQ
168.0,-18.1,EQ
168.1,-18.3,EQ
127.0,2.3,EQ
52.8,28.6,EQ
167.9,-18.2,EQ
156.0,49.7,EQ
166.1,-11.4,EQ
177.5,-65.1,EQ
-118.1,34.1,EQ
139.9,27.3,EQ
168.1,-16.3,EQ
-28.5,0.9,EQ
-173.5,-15.2,EQ
-77.9,-8.1,EQ
-78.0,-8.1,EQ
-69.2,-18.0,EQ
131.0,-5.4,EQ
71.4,36.5,EQ
147.3,-55.8,EQ
56.2,47.6,EQ
-93.3,15.5,EQ
-85.9,10.8,EQ
141.6,37.3,EQ
-118.1,34.1,EQ
151.5,-5.1,EQ
161.6,55.6,EQ
161.2,-61.7,EQ
28.3,36.2,EQ
-175.8,-23.8,EQ
129.9,-0.1,EQ
145.0,18.7,EQ
-172.2,-17.9,EQ
125.8,5.8,EQ
-101.2,-36.1,EQ
-74.8,-41.2,EQ
151.7,-5.8,EQ
-179.5,-22.1,EQ
-173.0,-17.8,EQ
-172.5,-17.9,EQ
160.0,53.0,EQ
159.9,53.0,EQ
126.9,6.5,EQ
90.5,29.9,EQ
154.9,-6.3,EQ
-68.0,-22.8,EQ
150.3,44.6,EQ
129.5,27.5,EQ
-172.1,-17.4,EQ
37.8,6.2,EQ
142.2,43.4,EQ
-173.1,-19.6,EQ
160.0,52.9,EQ
124.3,14.3,EQ
-161.4,55.0,EQ
71.3,36.4,EQ
140.0,-3.7,EQ
105.3,-7.9,EQ
-172.9,-18.4,EQ
113.2,-6.1,EQ
165.7,-12.9,EQ
179.7,-35.0,EQ
-73.0,-36.4,EQ
146.7,-6.4,EQ
103.9,-5.7,EQ
154.4,-7.3,EQ
154.4,-7.1,EQ
154.3,-7.2,EQ
154.3,-7.2,EQ
139.1,41.4,EQ
150.0,45.3,EQ
154.3,-7.2,EQ
56.1,-34.0,EQ
179.8,-34.4,EQ
121.8,21.3,EQ
133.3,5.7,EQ
160.4,52.8,EQ
120.0,16.9,EQ
-89.6,13.4,EQ
128.2,3.7,EQ
95.4,4.0,EQ
129.3,-6.3,EQ
-175.5,-15.2,EQ
-175.4,51.8,EQ
122.9,1.2,EQ
148.4,-7.4,EQ
149.3,-6.4,EQ
179.2,-24.3,EQ
149.1,-6.3,EQ
149.3,-6.4,EQ
-27.2,-56.1,EQ
-126.7,43.3,EQ
139.1,35.4,EQ
149.2,-6.6,EQ
-30.3,-56.2,EQ
-169.4,52.3,EQ
-169.4,52.3,EQ
144.1,41.7,EQ
172.3,52.6,EQ
140.7,27.6,EQ
-87.1,0.9,EQ
-114.4,-23.0,EQ
128.7,-7.3,EQ
179.4,51.9,EQ
-27.9,-56.0,EQ
-69.9,-21.0,EQ
104.2,-5.7,EQ
104.2,-5.7,EQ
130.7,29.7,EQ
-175.4,-26.3,EQ
-173.6,-20.1,EQ
169.1,-19.2,EQ
159.8,52.9,EQ
126.3,5.9,EQ
-68.9,-20.4,EQ
-116.1,37.1,EQ
-139.0,-21.8,EQ
-66.5,-23.1,EQ
-70.5,-20.4,EQ
125.9,3.0,EQ
166.2,-10.9,EQ
-73.9,-7.0,EQ
124.5,-0.2,EQ
36.8,5.4,EQ
138.4,-2.3,EQ
144.2,12.1,EQ
129.9,-7.1,EQ
138.2,-2.5,EQ
130.5,-6.3,EQ
145.6,19.0,EQ
-87.2,12.8,EQ
144.1,12.2,EQ
-178.8,-21.4,EQ
-62.9,-28.7,EQ
-170.7,52.4,EQ
36.7,5.7,EQ
-77.0,-13.2,EQ
-176.7,-28.3,EQ
-100.8,-36.1,EQ
102.6,-4.4,EQ
127.7,4.8,EQ
63.6,-28.0,EQ
149.3,-6.5,EQ
84.8,2.5,EQ
-173.3,-15.6,EQ
-177.6,-19.4,EQ
147.2,-5.5,EQ
-178.1,-18.5,EQ
-69.8,-25.8,EQ
-80.5,-6.9,EQ
166.2,-14.1,EQ
-177.6,-28.7,EQ
-175.9,-26.0,EQ
-27.8,-55.5,EQ
-177.5,-16.4,EQ
153.5,47.6,EQ
-68.8,-22.6,EQ
-173.8,-17.2,EQ
87.0,33.1,EQ
160.4,-8.8,EQ
136.8,-1.6,EQ
-27.5,-56.0,EQ
167.3,-14.9,EQ
-34.1,36.2,EQ
-139.0,-21.8,EQ
-179.2,-21.2,EQ
151.7,-5.4,EQ
105.5,-6.0,EQ
-63.6,-22.8,EQ
-63.6,-22.8,EQ
143.7,13.4,EQ
146.3,43.4,EQ
128.6,3.4,EQ
64.7,-12.0,EQ
126.6,5.6,EQ
169.3,-18.8,EQ
-177.4,-28.7,EQ
167.9,-18.4,EQ
140.2,-2.3,EQ
172.5,-63.8,EQ
-69.6,-22.1,EQ
144.1,12.6,EQ
172.2,52.7,EQ
141.4,37.3,EQ
113.4,-5.6,EQ
-179.9,-24.0,EQ
153.4,-5.4,EQ
-76.3,6.8,EQ
-177.3,-17.2,EQ
163.9,-49.7,EQ
149.5,44.5,EQ
144.3,-3.6,EQ
101.7,-4.6,EQ
-135.2,59.0,EQ
125.1,-0.2,EQ
-109.0,19.7,EQ
-109.0,19.6,EQ
78.8,49.9,EQ
-75.7,-9.4,EQ
96.0,14.5,EQ
126.2,6.8,EQ
-163.4,53.6,EQ
30.4,-49.3,EQ
152.7,44.4,EQ
-87.0,12.5,EQ
94.4,5.2,EQ
-143.3,58.6,EQ
-143.1,58.6,EQ
-135.1,59.0,EQ
151.9,46.9,EQ
108.8,-8.1,EQ
-143.8,58.6,EQ
169.9,-19.2,EQ
-70.5,-26.3,EQ
-143.2,58.6,EQ
124.8,12.8,EQ
-172.9,-17.6,EQ
133.6,-0.8,EQ
142.6,24.2,EQ
-139.0,-21.9,EQ
147.5,-6.7,EQ
142.8,24.2,EQ
63.0,40.2,EQ
125.6,5.6,EQ
-28.0,-55.5,EQ
-28.0,-55.5,EQ
123.2,-7.1,EQ
146.8,-5.8,EQ
165.0,-62.2,EQ
153.5,46.4,EQ
146.6,14.3,EQ
-141.3,61.6,EQ
120.8,2.0,EQ
-115.8,33.1,EQ
-27.5,-56.1,EQ
-178.6,-17.7,EQ
149.4,-5.6,EQ
59.1,32.7,EQ
-179.8,-23.9,EQ
-115.8,33.0,EQ
-174.0,-17.0,EQ
149.4,-5.6,EQ
118.7,73.7,EQ
124.2,-8.2,EQ
124.2,-8.4,EQ
168.1,-16.4,EQ
125.1,-0.2,EQ
-107.0,18.7,EQ
-39.8,8.8,EQ
-173.5,51.6,EQ
168.1,-16.3,EQ
168.1,-16.4,EQ
168.2,-16.2,EQ
124.9,-0.3,EQ
-76.5,-45.7,EQ
81.0,-28.4,EQ
125.0,-0.1,EQ
165.1,-10.6,EQ
-142.8,58.7,EQ
-142.7,58.2,EQ
-142.9,58.1,EQ
-170.5,51.8,EQ
-172.9,-17.8,EQ
-142.6,58.0,EQ
-178.1,-22.1,EQ
-143.1,58.7,EQ
-142.9,58.9,EQ
-142.8,58.5,EQ
-142.7,58.5,EQ
-68.2,-21.4,EQ
126.8,3.6,EQ
154.6,-5.8,EQ
129.9,-6.8,EQ
-26.9,-56.4,EQ
125.4,3.7,EQ
-179.9,-23.8,EQ
149.8,-1.6,EQ
-26.7,-56.1,EQ
161.4,54.6,EQ
-71.8,-30.8,EQ
-172.6,-16.6,EQ
167.4,-13.6,EQ
167.5,-13.6,EQ
-127.3,43.5,EQ
167.4,-13.5,EQ
-142.9,58.6,EQ
-112.0,-32.6,EQ
-61.0,34.1,EQ
167.4,-13.4,EQ
44.6,-40.6,EQ
166.3,-11.4,EQ
167.1,-14.6,EQ
149.2,3.0,EQ
-61.0,34.0,EQ
-179.4,-17.6,EQ
26.7,34.8,EQ
-27.8,-60.4,EQ
96.4,3.4,EQ
-173.2,-15.5,EQ
149.9,-6.3,EQ
142.2,-4.1,EQ
134.7,-4.6,EQ
138.8,-2.0,EQ
-177.3,-30.2,EQ
63.7,3.8,EQ
128.2,2.4,EQ
-174.8,-22.2,EQ
-26.3,-56.6,EQ
125.2,0.6,EQ
130.4,-6.5,EQ
125.5,11.3,EQ
140.0,29.7,EQ
138.1,30.4,EQ
78.8,50.0,EQ
-93.0,15.5,EQ
145.9,15.1,EQ
-18.5,-60.0,EQ
-18.5,-59.9,EQ
158.9,51.8,EQ
-178.7,-17.9,EQ
123.5,-49.0,EQ
-93.7,74.4,EQ
148.1,44.5,EQ
108.2,-9.5,EQ
-175.1,51.1,EQ
-179.2,-32.2,EQ
142.9,23.4,EQ
-142.8,59.0,EQ
-26.0,-60.7,EQ
140.2,35.4,EQ
142.7,24.8,EQ
83.2,41.9,EQ
114.6,-9.2,EQ
-77.8,-1.4,EQ
121.0,23.3,EQ
56.7,28.2,EQ
151.8,-4.9,EQ
52.0,40.7,EQ
122.9,-0.2,EQ
123.8,6.8,EQ
-179.5,-36.3,EQ
-176.6,-16.2,EQ
-149.9,-57.2,EQ
89.6,41.4,EQ
-11.4,-51.6,EQ
144.3,12.2,EQ
-176.5,-14.9,EQ
124.9,-0.2,EQ
144.4,12.7,EQ
146.7,17.7,EQ
-25.2,-58.0,EQ
149.3,-6.6,EQ
-172.6,-16.8,EQ
162.0,54.9,EQ
-175.7,-19.8,EQ
81.6,-21.6,EQ
-98.4,16.1,EQ
78.8,49.9,EQ
126.2,9.7,EQ
-70.6,-28.1,EQ
121.2,19.3,EQ
-26.6,-60.0,EQ
129.4,-7.2,EQ
-70.8,-35.1,EQ
-165.8,53.9,EQ
-177.3,-26.8,EQ
149.0,-6.5,EQ
149.1,-6.4,EQ
-26.5,-60.1,EQ
147.9,-6.1,EQ
142.7,28.0,EQ
131.0,74.7,EQ
148.3,-6.4,EQ
-178.2,-34.6,EQ
96.0,20.3,EQ
169.8,-20.5,EQ
142.4,43.3,EQ
143.6,12.4,EQ
-173.3,-16.5,EQ
106.3,38.1,EQ
179.8,-35.1,EQ
149.9,46.5,EQ
128.2,-7.4,EQ
26.6,-26.8,EQ
96.1,2.6,EQ
-73.5,-16.0,EQ
-87.7,12.2,EQ
126.2,6.2,EQ
75.5,39.7,EQ
-23.6,-59.0,EQ
148.8,44.2,EQ
149.6,-5.6,EQ
19.6,41.2,EQ
154.1,47.0,EQ
71.5,39.1,EQ
-177.0,-22.4,EQ
-109.2,19.8,EQ
-164.4,-62.9,EQ
106.4,38.2,EQ
100.9,27.3,EQ
127.3,-1.0,EQ
130.1,-3.8,EQ
161.7,54.8,EQ
154.4,-6.2,EQ
131.5,-3.8,EQ
135.5,-3.8,EQ
-177.4,-28.8,EQ
-174.6,51.4,EQ
-174.7,51.3,EQ
-174.7,51.3,EQ
-174.7,51.3,EQ
-174.7,51.5,EQ
-174.7,51.4,EQ
-179.7,-32.5,EQ
-179.8,-32.5,EQ
154.8,-61.5,EQ
-179.6,-32.4,EQ
-177.0,-23.3,EQ
153.1,-4.6,EQ
-179.7,-32.5,EQ
167.3,-15.0,EQ
-179.6,-32.4,EQ
-178.8,-25.9,EQ
99.1,0.9,EQ
-176.0,-20.8,EQ
-11.3,-27.2,EQ
140.2,-2.3,EQ
154.2,-60.4,EQ
-179.7,-32.5,EQ
140.3,35.3,EQ
127.7,1.0,EQ
-173.7,-15.5,EQ
-179.6,-32.4,EQ
-175.6,-19.6,EQ
125.7,6.3,EQ
-179.6,-32.5,EQ
-174.4,-14.9,EQ
-179.5,-32.5,EQ
145.9,-55.3,EQ
124.6,4.2,EQ
-70.6,-24.7,EQ
130.8,-5.7,EQ
-70.6,-24.9,EQ
-103.0,18.9,EQ
-1.6,-55.2,EQ
-70.9,-27.9,EQ
-70.5,-24.7,EQ
67.1,-9.2,EQ
168.1,-18.2,EQ
141.3,26.4,EQ
-174.3,51.2,EQ
133.8,-19.8,EQ
133.9,-19.8,EQ
133.7,-20.0,EQ
-70.5,-15.2,EQ
133.9,-19.8,EQ
144.1,-4.5,EQ
134.0,-19.9,EQ
-174.3,51.4,EQ
168.9,-19.6,EQ
-174.3,51.4,EQ
-174.3,51.4,EQ
127.2,1.8,EQ
153.5,46.2,EQ
-179.5,-35.1,EQ
-116.2,-15.2,EQ
-177.4,-23.6,EQ
128.0,26.7,EQ
-178.7,-17.8,EQ
94.9,30.2,EQ
-78.1,-10.6,EQ
160.0,52.7,EQ
-115.8,31.7,EQ
141.6,37.3,EQ
147.6,-5.7,EQ
47.1,32.7,EQ
47.2,33.0,EQ
-27.5,-55.9,EQ
-32.5,57.8,EQ
124.1,-8.8,EQ
46.9,32.7,EQ
133.6,-20.1,EQ
126.9,-2.5,EQ
-32.7,57.9,EQ
149.6,-3.5,EQ
130.7,-6.3,EQ
47.2,32.9,EQ
114.8,-11.5,EQ
126.4,5.3,EQ
151.8,45.3,EQ
152.0,45.2,EQ
133.7,-20.0,EQ
146.0,-1.1,EQ
-174.1,-15.3,EQ
-93.1,14.2,EQ
140.7,36.7,EQ
96.1,-46.3,EQ
-33.8,7.0,EQ
118.2,-11.6,EQ
-174.1,-16.6,EQ
123.1,-8.4,EQ
145.9,-1.2,EQ
-174.3,-21.2,EQ
150.7,-6.1,EQ
-70.4,-24.7,EQ
13.1,46.3,EQ
-178.5,-31.2,EQ
150.1,45.3,EQ
127.2,1.8,EQ
-73.0,6.9,EQ
179.6,-65.4,EQ
161.3,51.4,EQ
141.1,36.6,EQ
-85.1,1.0,EQ
142.8,27.8,EQ
67.0,-9.2,EQ
173.5,50.8,EQ
159.9,52.9,EQ
121.2,-2.6,EQ
124.1,-9.2,EQ
145.7,13.0,EQ
-88.0,12.9,EQ
-178.2,-18.1,EQ
-70.4,-24.8,EQ
-70.6,-24.9,EQ
153.2,-4.7,EQ
-167.1,53.6,EQ
124.7,-16.7,EQ
-68.5,-20.1,EQ
153.2,-4.8,EQ
178.9,-23.9,EQ
91.6,24.7,EQ
131.9,-6.5,EQ
-67.0,-17.8,EQ
133.8,-19.6,EQ
-173.8,-16.2,EQ
167.7,-17.7,EQ
167.9,-17.6,EQ
-153.0,60.3,EQ
126.6,5.3,EQ
-178.5,-31.3,EQ
173.5,50.8,EQ
-178.6,-17.5,EQ
-101.0,17.7,EQ
-70.4,-24.8,EQ
-88.7,12.3,EQ
-62.9,18.6,EQ
-70.8,-25.0,EQ
-70.8,-24.9,EQ
-62.9,18.6,EQ
160.6,52.7,EQ
144.1,12.2,EQ
98.6,0.6,EQ
-71.4,-25.0,EQ
-102.3,-35.6,EQ
160.0,53.0,EQ
149.5,-6.7,EQ
-113.9,30.1,EQ
-114.1,29.9,EQ
-98.8,2.2,EQ
140.6,35.5,EQ
122.5,23.9,EQ
126.2,5.4,EQ
78.9,50.0,EQ
-68.3,-22.3,EQ
-176.5,-25.9,EQ
105.5,-6.0,EQ
-38.9,33.8,EQ
123.6,0.0,EQ
173.4,50.6,EQ
-173.4,52.3,EQ
142.9,21.7,EQ
124.7,7.8,EQ
153.9,-6.2,EQ
122.6,24.0,EQ
122.5,24.0,EQ
-178.0,-18.7,EQ
-116.5,37.3,EQ
-76.1,-13.1,EQ
-70.9,-25.2,EQ
-142.8,59.0,EQ
178.3,-16.3,EQ
175.0,51.6,EQ
175.0,51.6,EQ
175.1,51.5,EQ
126.8,4.8,EQ
103.1,-5.3,EQ
168.3,-18.5,EQ
174.8,51.5,EQ
175.4,52.5,EQ
174.9,51.5,EQ
174.8,51.7,EQ
152.8,46.7,EQ
153.2,-4.7,EQ
-35.3,53.2,EQ
126.5,3.8,EQ
179.4,-26.1,EQ
127.6,26.1,EQ
126.6,3.8,EQ
166.1,-12.0,EQ
-172.0,-17.2,EQ
-67.7,-23.5,EQ
126.7,3.8,EQ
126.6,3.8,EQ
51.1,-37.5,EQ
128.3,-7.4,EQ
161.4,-10.2,EQ
158.3,52.8,EQ
95.1,18.4,EQ
127.0,-7.1,EQ
69.5,37.4,EQ
-121.3,36.8,EQ
152.6,46.7,EQ
-73.7,4.4,EQ
-70.1,-17.1,EQ
125.4,10.4,EQ
-172.8,-15.8,EQ
-173.2,-15.2,EQ
129.4,-6.9,EQ
145.7,13.3,EQ
-86.6,11.7,EQ
122.2,0.2,EQ
-13.9,-1.1,EQ
102.8,-4.5,EQ
-69.8,-20.8,EQ
159.7,-60.6,EQ
126.9,2.0,EQ
126.2,1.4,EQ
-176.8,51.7,EQ
155.7,-7.0,EQ
124.6,13.5,EQ
152.7,46.7,EQ
124.8,13.3,EQ
-91.6,-0.5,EQ
173.6,50.7,EQ
-91.7,-0.5,EQ
124.6,13.5,EQ
-91.6,-0.4,EQ
127.3,1.8,EQ
-91.6,-0.4,EQ
-91.5,-0.2,EQ
-91.5,-0.3,EQ
-71.7,-27.7,EQ
151.8,-4.9,EQ
-69.6,-18.0,EQ
48.0,-37.3,EQ
-172.0,-17.9,EQ
47.8,-37.2,EQ
47.8,-37.1,EQ
48.0,-37.3,EQ
131.1,-5.3,EQ
114.2,-9.4,EQ
-173.8,-21.0,EQ
130.5,-6.8,EQ
93.5,11.1,EQ
174.6,52.2,EQ
-179.5,-22.3,EQ
167.4,55.1,EQ
167.0,55.2,EQ
167.1,55.1,EQ
167.1,55.2,EQ
167.2,55.1,EQ
128.6,2.3,EQ
122.3,0.3,EQ
-68.9,-29.3,EQ
124.9,5.4,EQ
166.5,55.6,EQ
-84.7,9.7,EQ
104.8,-6.4,EQ
129.3,-7.1,EQ
-178.5,-18.0,EQ
114.5,-52.3,EQ
137.0,-3.9,EQ
168.2,-18.1,EQ
151.2,-3.8,EQ
68.7,-5.3,EQ
151.3,45.6,EQ
-143.0,57.0,EQ
-143.0,56.8,EQ
-142.8,57.5,EQ
-74.1,-11.7,EQ
100.0,-2.3,EQ
-172.9,-16.0,EQ
152.2,41.7,EQ
128.4,3.6,EQ
151.5,45.5,EQ
125.3,-2.2,EQ
176.9,51.3,EQ
176.5,-39.5,EQ
131.1,-4.7,EQ
-68.6,-31.2,EQ
175.4,52.0,EQ
-70.1,-24.7,EQ
-74.2,-17.3,EQ
-69.5,-18.3,EQ
161.1,-10.2,EQ
-144.3,59.2,EQ
-60.6,10.4,EQ
-60.6,10.4,EQ
-60.5,10.4,EQ
122.3,-7.3,EQ
-178.6,-20.9,EQ
-177.7,-23.9,EQ
48.0,-37.4,EQ
-83.0,9.1,EQ
122.2,-7.3,EQ
-60.6,10.2,EQ
47.3,-38.9,EQ
-179.0,-32.7,EQ
47.6,-38.6,EQ
-60.6,10.1,EQ
161.6,54.7,EQ
133.5,-0.7,EQ
-71.5,-32.2,EQ
139.0,29.8,EQ
119.3,14.0,EQ
-72.2,-33.7,EQ
167.9,-16.4,EQ
51.8,-37.3,EQ
51.9,-37.5,EQ
-60.2,10.2,EQ
78.5,-36.2,EQ
-73.6,-14.5,EQ
-74.8,-7.4,EQ
123.7,-52.2,EQ
156.3,49.7,EQ
143.3,11.8,EQ
-178.7,-32.4,EQ
-142.9,57.0,EQ
146.5,-3.6,EQ
-60.6,10.2,EQ
-70.2,-21.1,EQ
99.9,-1.1,EQ
-175.0,-17.8,EQ
-68.5,-21.2,EQ
154.1,-10.2,EQ
-178.5,-17.6,EQ
-173.9,-21.4,EQ
139.6,35.6,EQ
-31.5,3.2,EQ
-69.7,-19.2,EQ
146.6,-3.7,EQ
146.6,-3.7,EQ
120.0,0.9,EQ
67.9,30.0,EQ
-69.3,-19.5,EQ
153.9,-10.1,EQ
153.8,-10.0,EQ
154.1,-10.0,EQ
142.9,23.8,EQ
118.9,-8.2,EQ
119.0,-8.2,EQ
125.1,-6.9,EQ
154.0,-6.9,EQ
-178.9,-21.0,EQ
125.5,77.6,EQ
125.0,-6.9,EQ
120.0,-50.1,EQ
-176.1,-27.6,EQ
128.3,-7.5,EQ
131.5,-4.2,EQ
121.4,17.9,EQ
-43.6,10.8,EQ
-169.3,52.5,EQ
-68.4,-21.9,EQ
-179.5,-22.0,EQ
-156.5,20.0,EQ
-14.4,-32.4,EQ
-14.5,-32.5,EQ
-14.7,-32.2,EQ
-14.2,-32.3,EQ
-177.5,-19.3,EQ
-60.6,10.2,EQ
-67.8,-31.3,EQ
-124.2,62.2,EQ
-124.2,62.2,EQ
150.9,45.4,EQ
-159.8,54.8,EQ
126.7,-1.1,EQ
-13.6,-23.0,EQ
167.9,-18.3,EQ
19.9,40.2,EQ
-70.8,-25.8,EQ
73.2,38.3,EQ
130.1,-6.2,EQ
-174.9,-15.4,EQ
130.9,-3.5,EQ
-156.4,19.9,EQ
-102.8,-36.0,EQ
-143.1,57.3,EQ
-168.2,52.3,EQ
-65.0,10.5,EQ
-163.5,54.2,EQ
164.0,56.5,EQ
50.2,30.9,EQ
179.8,-24.8,EQ
123.9,5.5,EQ
-70.5,-24.9,EQ
121.4,1.2,EQ
126.6,7.1,EQ
-97.8,18.2,EQ
-176.3,-24.7,EQ
-78.9,-9.1,EQ
-175.3,-18.4,EQ
-177.9,-18.8,EQ
-179.8,-31.0,EQ
99.6,30.3,EQ
175.6,-38.7,EQ
-173.1,-15.4,EQ
-172.7,-15.3,EQ
-80.9,-5.8,EQ
155.6,-6.9,EQ
-173.2,-15.4,EQ
78.9,49.9,EQ
127.4,-0.6,EQ
94.4,4.7,EQ
131.1,30.3,EQ
131.1,30.4,EQ
-177.8,-20.1,EQ
112.9,-9.4,EQ
131.2,30.5,EQ
127.8,-7.6,EQ
105.5,-6.7,EQ
120.4,13.3,EQ
131.4,-6.6,EQ
128.6,-7.3,EQ
-175.6,-23.2,EQ
-175.8,-16.2,EQ
167.8,-15.7,EQ
121.6,24.0,EQ
-74.7,-11.0,EQ
169.1,-19.2,EQ
-15.8,-55.8,EQ
71.8,-6.9,EQ
120.6,13.4,EQ
120.4,13.4,EQ
117.5,-8.8,EQ
-173.3,51.9,EQ
145.7,-3.4,EQ
145.7,-3.4,EQ
166.8,-10.9,EQ
166.7,-10.8,EQ
-179.6,-21.9,EQ
138.8,-2.5,EQ
120.0,-8.2,EQ
-172.3,-17.9,EQ
-67.4,-27.5,EQ
121.4,23.3,EQ
-179.3,-21.5,EQ
-177.3,-26.9,EQ
-178.9,-17.7,EQ
178.4,-39.2,EQ
-77.6,-2.8,EQ
-174.6,-17.5,EQ
-62.9,10.7,EQ
56.2,-33.8,EQ
56.3,-33.8,EQ
-72.3,-17.2,EQ
-72.2,-17.2,EQ
-72.5,-17.5,EQ
-143.3,57.0,EQ
-72.4,-17.3,EQ
-72.5,-17.3,EQ
-72.5,-17.5,EQ
127.1,1.0,EQ
157.3,-9.0,EQ
112.7,-9.6,EQ
-177.7,-20.0,EQ
126.7,1.7,EQ
-72.5,-17.3,EQ
-77.6,-3.9,EQ
-175.2,-18.5,EQ
-94.4,17.0,EQ
142.8,25.6,EQ
147.0,-6.4,EQ
-173.0,-14.5,EQ
145.9,16.1,EQ
166.4,-46.5,EQ
27.7,-10.2,EQ
-72.4,-17.4,EQ
-25.1,-58.4,EQ
-25.0,-58.5,EQ
-177.4,-25.0,EQ
-86.9,11.5,EQ
152.2,47.2,EQ
142.0,41.5,EQ
142.9,21.8,EQ
-178.5,-18.0,EQ
126.6,3.7,EQ
126.6,3.8,EQ
127.3,1.9,EQ
-156.4,56.4,EQ
120.7,-9.6,EQ
153.2,-6.8,EQ
44.1,39.1,EQ
-30.3,1.0,EQ
86.7,27.0,EQ
-177.1,-16.8,EQ
129.9,28.1,EQ
57.1,10.7,EQ
-72.3,-17.6,EQ
152.2,44.3,EQ
126.9,3.2,EQ
127.1,4.9,EQ
50.4,30.8,EQ
-61.5,17.1,EQ
-178.0,-30.9,EQ
124.8,13.7,EQ
175.9,51.8,EQ
121.9,23.5,EQ
28.2,40.9,EQ
-176.9,-23.9,EQ
-25.3,-58.7,EQ
-25.2,-58.6,EQ
158.3,-7.8,EQ
126.6,1.8,EQ
16.6,42.4,EQ
-108.0,22.9,EQ
-143.1,57.5,EQ
179.6,-25.2,EQ
-178.5,-18.0,EQ
-178.9,-33.6,EQ
-103.8,-3.9,EQ
167.5,-17.1,EQ
115.6,-50.0,EQ
145.7,18.2,EQ
157.6,49.2,EQ
166.4,-11.7,EQ
-27.7,-55.9,EQ
-178.2,-17.3,EQ
47.7,42.5,EQ
126.0,8.5,EQ
149.3,44.5,EQ
170.3,-22.8,EQ
66.6,-17.3,EQ
78.8,49.9,EQ
-178.4,-20.1,EQ
176.8,-37.1,EQ
145.9,18.5,EQ
140.5,-2.7,EQ
168.2,-18.2,EQ
-113.3,-26.9,EQ
-71.7,-29.4,EQ
102.9,-4.5,EQ
